name,position,age,nation,club,value,confederation,league
Edward Wilkinson,Right Winger,25.0,New Zealand,Christchurch United,€175k,CONMEBOL,
Finn McKenlay,Central Midfield,19.0,New Zealand,Auckland FC,€200k,CONMEBOL,
Joe Wallis,Goalkeeper,20.0,New Zealand,West Bromwich Albion U21,€200k,CONMEBOL,
Alby Kelly-Heald,Goalkeeper,20.0,New Zealand,Wellington Phoenix,€200k,CONMEBOL,
Aidan Carey,Centre-Back,24.0,New Zealand,Western Springs AFC,€200k,CONMEBOL,
Tor Davenport-Petersen,Central Midfield,26.0,New Zealand,Wellington Olympic AFC,€200k,CONMEBOL,
Aaryan Raj,Centre-Back,22.0,New Zealand,Eastern Suburbs AFC,€200k,CONMEBOL,
Kees Sims,Goalkeeper,22.0,New Zealand,GAIS,€200k,CONMEBOL,
Matthew Ellis,Attacking Midfield,24.0,New Zealand,Auckland City FC,€200k,CONMEBOL,
Jackson Manuel,Central Midfield,22.0,New Zealand,Auckland City FC,€200k,CONMEBOL,
Conor Tracey,Goalkeeper,28.0,New Zealand,Auckland City FC,€200k,CONMEBOL,
Leon van den Hoven,Central Midfield,25.0,New Zealand,Birkenhead United,€200k,CONMEBOL,
Niko Kirwan,Right-Back,29.0,New Zealand,FC Trapani 1905,€200k,CONMEBOL,
Michael Woud,Goalkeeper,26.0,New Zealand,Auckland FC,€200k,CONMEBOL,
Dylan Manickum,Attacking Midfield,33.0,New Zealand,Auckland City FC,€200k,CONMEBOL,
Monty Patterson,Centre-Forward,28.0,New Zealand,Atlético Ottawa,€200k,CONMEBOL,
Michael den Heijer,Centre-Back,29.0,New Zealand,Auckland City FC,€200k,CONMEBOL,
Hamish Watson,Centre-Forward,32.0,New Zealand,Wellington Olympic AFC,€200k,CONMEBOL,
Scott Basalaj,Goalkeeper,31.0,New Zealand,Wellington Olympic AFC,€200k,CONMEBOL,
Raphael Lea'i,Centre-Forward,21.0,Solomon Islands,Wollongong Wolves FC,€200k,CONMEBOL,
Nathan Rostron,Defensive Midfield,21.0,New Zealand,Birkenhead United,€175k,CONMEBOL,
Shuiab Khan,Centre-Back,29.0,Fiji,Birkenhead United,€175k,CONMEBOL,
Jonty Bidois,Centre-Forward,20.0,New Zealand,Auckland FC,€175k,CONMEBOL,
Curtis Hughes,Attacking Midfield,21.0,New Zealand,Birkenhead United,€175k,CONMEBOL,
Nathan Garrow,Goalkeeper,20.0,New Zealand,Auckland City FC,€175k,CONMEBOL,
Riley Grover,Right-Back,21.0,New Zealand,Christchurch United,€175k,CONMEBOL,
Merrill Nand,Centre-Forward,24.0,Fiji,Suva FA,€175k,CONMEBOL,
Joshua Tollervey,Centre-Forward,21.0,New Zealand,Christchurch United,€175k,CONMEBOL,
Vadym Patkevych,Goalkeeper,21.0,New Zealand,Manurewa AFC,€100k,CONMEBOL,
Braxton Fisher-Vanderveen,Right-Back,,New Zealand,Tauranga City AFC,€125k,CONMEBOL,
Dion Buckingham,Centre-Back,25.0,New Zealand,West Coast Rangers,€100k,CONMEBOL,
Darold Kakasi,Second Striker,26.0,Solomon Islands,Lautoka FC,€75k,CONMEBOL,
Clivert Sam,Attacking Midfield,20.0,Solomon Islands,Green Shield FC,€75k,CONMEBOL,
John Orobulu,Centre-Forward,24.0,Solomon Islands,Rewa FA,€75k,CONMEBOL,
Eamonn McCarron,Goalkeeper,17.0,New Zealand,Wellington Phoenix FC Reserves,€75k,CONMEBOL,
Paul Francis,Left Winger,20.0,Solomon Islands,Nasinu FC,€75k,CONMEBOL,
Alick Stanton,Centre-Back,27.0,Solomon Islands,Central Coast FC,€75k,CONMEBOL,
Jaygray Sipakana,Attack,32.0,Solomon Islands,Unknown,€75k,CONMEBOL,
Barrie Limoki,Attack,21.0,Solomon Islands,Solomon Warriors F.C.,€75k,CONMEBOL,
Ame Votoniu,Centre-Back,39.0,Fiji,Nadi FA,€75k,CONMEBOL,
Harry Chote,Centre-Back,25.0,Samoa,Miramar Rangers AFC,€75k,CONMEBOL,
Astor Perez Baldoni,Attacking Midfield,18.0,New Zealand,Bay Olympic FC,€75k,CONMEBOL,
William Komasi,Defensive Midfield,25.0,Solomon Islands,Adelaide Cobras FC,€75k,CONMEBOL,
Marcus Nevin,Goalkeeper,21.0,New Zealand,Eastern Suburbs AFC,€75k,CONMEBOL,
William Valentine,Midfield,33.0,Fiji,Nadroga FC,€75k,CONMEBOL,
Molis Gagame Jr.,Central Midfield,25.0,Solomon Islands,Suva FA,€75k,CONMEBOL,
Tom Kirkland,Right-Back,28.0,New Zealand,Island Bay United,€50k,CONMEBOL,
Philip Maeta,Midfield,27.0,Solomon Islands,Nadi FA,€75k,CONMEBOL,
Keen Mandizvidza,Centre-Forward,17.0,New Zealand,Manurewa AFC,€75k,CONMEBOL,
Rahul Krishna,Midfield,33.0,Fiji,Navua FC,€75k,CONMEBOL,
Poasa Bainivalu,Centre-Back,32.0,Fiji,Lautoka FC,€75k,CONMEBOL,
Abhishek Ram,Defender,23.0,Fiji,Nadroga FC,€75k,CONMEBOL,
Trey Stewart,Midfield,,New Zealand,Ferrymead Bays FC,€75k,CONMEBOL,
Lekima Gonerau,Right Midfield,35.0,Fiji,Labasa FC,€75k,CONMEBOL,
Zachary Newman,Left-Back,,New Zealand,West Coast Rangers,€75k,CONMEBOL,
Hayden Thomas,Central Midfield,19.0,New Zealand,Wellington Phoenix FC Reserves,€75k,CONMEBOL,
Lewis Partridge,Right-Back,20.0,New Zealand,Wellington Phoenix FC Reserves,€75k,CONMEBOL,
Regan Frame,Goalkeeper,19.0,New Zealand,Nomads United AFC,€75k,CONMEBOL,
Ronish Singh,Attack,26.0,Fiji,Nasinu FC,€75k,CONMEBOL,
Simione Damuni,Defender,35.0,Fiji,Navua FC,€50k,CONMEBOL,
Reeshab Permal,Defender,18.0,Fiji,Navua FC,€75k,CONMEBOL,
Liam Andersen,Attack,28.0,New Zealand,East Coast Bays AFC,€75k,CONMEBOL,
Daniel Meyn,Central Midfield,20.0,New Zealand,Christchurch United,€75k,CONMEBOL,
Nilkash Prasad,Midfield,20.0,Fiji,Nadi FA,€75k,CONMEBOL,
Sakuisa Saqiri,Centre-Forward,22.0,Fiji,Nadroga FC,€75k,CONMEBOL,
Jamie Wildash-Chan,Defender,,New Zealand,Western Suburbs FC,€75k,CONMEBOL,
Sailasa Naicegu,Midfield,24.0,Fiji,Ba FC,€75k,CONMEBOL,
Riley Dalziell,Centre-Back,19.0,New Zealand,Eastern Suburbs AFC,€75k,CONMEBOL,
Erik Panzer,Centre-Back,32.0,New Zealand,Without Club,€75k,CONMEBOL,
Nikko Boxall,Centre-Back,33.0,New Zealand,Auckland City FC,€75k,CONMEBOL,
Ryan Naresh,Defender,18.0,Fiji,Ba FC,€75k,CONMEBOL,
Leo Lesumai,Defender,27.0,Fiji,Nadi FA,€75k,CONMEBOL,
Madhwan Goundar,Midfield,36.0,Fiji,Rewa FA,€75k,CONMEBOL,
Alex Ridsdale,Right Winger,31.0,New Zealand,Without Club,€75k,CONMEBOL,
William Eng,Centre-Forward,20.0,New Zealand,Bay Olympic FC,€75k,CONMEBOL,
Evander Nasova,Attack,27.0,Fiji,Unknown,€75k,CONMEBOL,
Anish Khem,Defender,31.0,Fiji,Labasa FC,€75k,CONMEBOL,
Damion Kim,Midfield,16.0,New Zealand,East Coast Bays AFC,€75k,CONMEBOL,
Stefan Ashby,Attacking Midfield,,New Zealand,Without Club,€75k,CONMEBOL,
Peniame Drova,Centre-Back,34.0,Fiji,Rewa FA,€75k,CONMEBOL,
Jack Albertini,Right-Back,,New Zealand,Napier City Rovers,€75k,CONMEBOL,
Zibraaz Sahib,Central Midfield,35.0,Fiji,Lautoka FC,€75k,CONMEBOL,
James Elder,Right Winger,18.0,New Zealand,East Coast Bays AFC,€75k,CONMEBOL,
Jolame Domonikibau,Goalkeeper,25.0,Fiji,Rewa FA,€75k,CONMEBOL,
Dejaun Naidoo,Midfield,18.0,New Zealand,Auckland FC Reserves,€75k,CONMEBOL,
Coran Perks,Defender,21.0,New Zealand,Without Club,€75k,CONMEBOL,
James Hoyt,Right Winger,34.0,Fiji,Without Club,€75k,CONMEBOL,
Penaia Nagatalevu,Midfield,21.0,Fiji,Ba FC,€75k,CONMEBOL,
Dauntae Mariner,Defensive Midfield,25.0,Samoa,Nelson Suburbs FC,€75k,CONMEBOL,
Xavier Coleman,Left Winger,19.0,New Zealand,Miramar Rangers AFC,€75k,CONMEBOL,
France Catarogo,Midfield,27.0,Fiji,Ba FC,€75k,CONMEBOL,
Liam Stanton,Left-Back,,New Zealand,Ferrymead Bays FC,€50k,CONMEBOL,
James Taylor,Attack,19.0,New Zealand,Auckland FC Reserves,€50k,CONMEBOL,
Jonetani Newa,Defender,27.0,Fiji,Suva FA,€75k,CONMEBOL,
Ishveer Singh-Dhillon,Attack,18.0,New Zealand,Auckland United FC,€50k,CONMEBOL,
Ratu Halstead,Goalkeeper,32.0,Fiji,Nadi FA,€50k,CONMEBOL,
Kazik Swain,Attacking Midfield,19.0,New Zealand,Bay Olympic FC,€50k,CONMEBOL,
Oscar Duffy,Right-Back,19.0,New Zealand,Bay Olympic FC,€50k,CONMEBOL,
Waisea Duwai,Defender,30.0,Fiji,Tavua FC,€50k,CONMEBOL,
Vereti Dickson,Goalkeeper,37.0,Fiji,Nadi FA,€50k,CONMEBOL,
Kieran Langley,Central Midfield,,New Zealand,Ferrymead Bays FC,€50k,CONMEBOL,
Bruce Izumi,Central Midfield,19.0,New Zealand,Auckland United FC,€100k,CONMEBOL,
Atunaisa Livanalagi,Midfield,28.0,Fiji,Tavua FC,€50k,CONMEBOL,
Liam Murray,Centre-Back,,New Zealand,Without Club,€50k,CONMEBOL,
Raven August,Defender,,New Zealand,Without Club,€50k,CONMEBOL,
Alexander Boomer,Goalkeeper,,New Zealand,Dunedin City Royals,€50k,CONMEBOL,
Arami Manumanubhai,Right-Back,26.0,Fiji,Navua FC,€50k,CONMEBOL,
Braden Fowell,Centre-Back,,New Zealand,Without Club,€50k,CONMEBOL,
Jed Collings,Defender,,New Zealand,Dunedin City Royals,€50k,CONMEBOL,
Jeremy Sutton,Defensive Midfield,,New Zealand,Island Bay United,€50k,CONMEBOL,
Noa Prestel,Centre-Back,22.0,New Zealand,Coastal Spirit FC,€50k,CONMEBOL,
Jitoko Vulava,Goalkeeper,28.0,Fiji,Labasa FC,€50k,CONMEBOL,
Aston Burns,Left-Back,18.0,New Zealand,Fencibles United AFC,€50k,CONMEBOL,
Giovanni Peredo,Centre-Forward,23.0,New Zealand,Bay Olympic FC,€50k,CONMEBOL,
Waisake Navunigasau,Defender,37.0,Fiji,Suva FA,€50k,CONMEBOL,
Joel Peterson,Right Midfield,27.0,New Zealand,Christchurch United,€50k,CONMEBOL,
Mohammed Naizal,Midfield,25.0,Fiji,Suva FA,€50k,CONMEBOL,
Cooper Goldsmith,Attack,,New Zealand,Nomads United AFC,€50k,CONMEBOL,
Sebastian Hickman,Midfield,,New Zealand,Nelson Suburbs FC,€50k,CONMEBOL,
Cameron Brown,Defender,22.0,New Zealand,East Coast Bays AFC,€50k,CONMEBOL,
Joshua Holland,Attack,,New Zealand,Without Club,€50k,CONMEBOL,
Jacob Anderson,Central Midfield,26.0,New Zealand,Nomads United AFC,€50k,CONMEBOL,
Jared Eglinton,Attack,21.0,New Zealand,Without Club,€50k,CONMEBOL,
Flynn Holdem,Centre-Forward,17.0,New Zealand,Nomads United AFC,€50k,CONMEBOL,
Jamaya Shearer,Central Midfield,,New Zealand,Without Club,€50k,CONMEBOL,
Sam Mitrakas,Central Midfield,24.0,New Zealand,Waterside Karori AFC,€50k,CONMEBOL,
Alec Death,Centre-Forward,18.0,New Zealand,West Coast Rangers,€50k,CONMEBOL,
Caleb Cottom,Left Winger,22.0,New Zealand,Nomads United AFC,€50k,CONMEBOL,
Reuben Barr,Left-Back,,New Zealand,Tauranga City AFC,€50k,CONMEBOL,
Lewis Reid,Attacking Midfield,25.0,New Zealand,Tauranga City AFC,€50k,CONMEBOL,
Robert Dymond,Defensive Midfield,26.0,New Zealand,West Coast Rangers,€50k,CONMEBOL,
Ratu Nakalevu,Midfield,31.0,Fiji,Unknown,€50k,CONMEBOL,
Seth Karunaratne,Centre-Back,20.0,New Zealand,Wellington Phoenix FC Reserves,€50k,CONMEBOL,
Mohammed Nabeel,Left-Back,23.0,Fiji,Birkenhead United,€50k,CONMEBOL,
Tomasi Tuicakau,Midfield,32.0,Fiji,Unknown,€50k,CONMEBOL,
Melvin Mani,Attack,22.0,Fiji,Labasa FC,€50k,CONMEBOL,
Joseph Cornille,Centre-Back,20.0,New Zealand,Island Bay United,€50k,CONMEBOL,
Senirusi Bokini,Goalkeeper,31.0,Fiji,Lautoka FC,€50k,CONMEBOL,
Logan Archer,Centre-Back,27.0,New Zealand,Without Club,€50k,CONMEBOL,
Jaymis Grubješić,Centre-Back,21.0,New Zealand,Fencibles United AFC,€50k,CONMEBOL,
Misiwani Nairube,Goalkeeper,29.0,Fiji,Ba FC,€50k,CONMEBOL,
Nathan Maisey,Centre-Back,25.0,New Zealand,East Coast Bays AFC,€50k,CONMEBOL,
Troy Putt,Left Winger,18.0,New Zealand,Minnesota United FC 2,€50k,CONMEBOL,
Luca Barclay,Second Striker,21.0,New Zealand,Wellington Olympic AFC,€50k,CONMEBOL,
Isaac Snell,Right-Back,29.0,New Zealand,Without Club,€50k,CONMEBOL,
Joshua Zatorski,Central Midfield,22.0,New Zealand,North Wellington FC,€50k,CONMEBOL,
Faizal Ali,Midfield,25.0,Fiji,Unknown,€50k,CONMEBOL,
Matt Matanyayire,Attack,22.0,New Zealand,East Coast Bays AFC,€50k,CONMEBOL,
Kodie Nicol,Attacking Midfield,18.0,New Zealand,Fencibles United AFC,€50k,CONMEBOL,
Ryan Harrison,Midfield,,New Zealand,Western Suburbs FC,€50k,CONMEBOL,
Ilisoni Tuinawaivuvu,Attacking Midfield,34.0,Fiji,Lautoka FC,€50k,CONMEBOL,
Panapasa Tawakece,Attack,25.0,Fiji,Lautoka FC,€50k,CONMEBOL,
Hugh Jack,Midfield,,New Zealand,Dunedin City Royals,€50k,CONMEBOL,
Gabriel Cooper,Goalkeeper,,New Zealand,West Coast Rangers,€50k,CONMEBOL,
Jackson Cole,Right Winger,19.0,New Zealand,Without Club,€75k,CONMEBOL,
Addison Stewart,Centre-Forward,20.0,New Zealand,Eastern Suburbs AFC,€50k,CONMEBOL,
Joshua Collett,Centre-Back,,New Zealand,Nomads United AFC,€75k,CONMEBOL,
Siotame Kubu,Midfield,31.0,Fiji,Nadroga FC,€100k,CONMEBOL,
Remueru Tekiate,Centre-Back,34.0,Fiji,Suva FA,€100k,CONMEBOL,
Tuiba Batiratu,Attack,23.0,Fiji,Nadi FA,€100k,CONMEBOL,
Joeli Ranitu,Right-Back,26.0,Fiji,Suva FA,€100k,CONMEBOL,
Joeli Navalawa,Midfield,29.0,Fiji,Ba FC,€100k,CONMEBOL,
Beniamino Lebatavatava,Midfield,24.0,Fiji,Nadi FA,€100k,CONMEBOL,
Eneriko Matau,Midfield,21.0,Fiji,Nadi FA,€100k,CONMEBOL,
Ratu Tulivou,Attack,22.0,Fiji,Nadi FA,€100k,CONMEBOL,
Joela Biuvanua,Goalkeeper,26.0,Fiji,Nadi FA,€100k,CONMEBOL,
William Khan,Centre-Back,19.0,Fiji,Nadi FA,€100k,CONMEBOL,
Akuila Mateisuva,Goalkeeper,33.0,Fiji,Suva FA,€100k,CONMEBOL,
Ravnesh Karan Singh,Central Midfield,33.0,Fiji,Suva FA,€100k,CONMEBOL,
Sterling Vasconcellos,Centre-Back,20.0,Fiji,Eastern Suburbs AFC,€100k,CONMEBOL,
Afraz Ali,Right-Back,27.0,Fiji,Nadi FA,€100k,CONMEBOL,
Eparama Moraica,Midfield,20.0,Fiji,Labasa FC,€100k,CONMEBOL,
Jago Godden,Attacking Midfield,21.0,New Zealand,Christchurch United,€75k,CONMEBOL,
Semi Nabenu,Centre-Back,20.0,Fiji,Auckland FC Reserves,€100k,CONMEBOL,
Mohammed Raheem,Right-Back,21.0,Fiji,Unknown,€100k,CONMEBOL,
Mohammed Ayman,Defender,20.0,Fiji,Nadi FA,€100k,CONMEBOL,
Maikah Dau,Central Midfield,16.0,Fiji,Nasinu FC,€100k,CONMEBOL,
Dave Radrigai,Defensive Midfield,35.0,Fiji,Suva FA,€100k,CONMEBOL,
Malakai Lavecake,Attack,21.0,Fiji,Nadroga FC,€100k,CONMEBOL,
Bruce Hughes,Centre-Forward,28.0,Fiji,Rewa FA,€100k,CONMEBOL,
Sam Staunton,Midfield,,New Zealand,Unknown,€75k,CONMEBOL,
Manit Lal,Midfield,26.0,Fiji,Nasinu FC,€75k,CONMEBOL,
Jone Naraba,Attack,32.0,Fiji,Nasinu FC,€75k,CONMEBOL,
Andrew Storer,Centre-Back,29.0,New Zealand,Coastal Spirit FC,€75k,CONMEBOL,
Lucas Hogg,Centre-Back,,New Zealand,Nelson Suburbs FC,€75k,CONMEBOL,
Netani Suluka,Attack,23.0,Fiji,Labasa FC,€75k,CONMEBOL,
Ramzan Khan,Left Midfield,25.0,Fiji,Suva FA,€100k,CONMEBOL,
Josaia Sela,Centre-Forward,22.0,Fiji,Rewa FA,€100k,CONMEBOL,
Matthew Charitar,Defender,27.0,Fiji,Navua FC,€100k,CONMEBOL,
Rusiate Matarerega,Centre-Forward,32.0,Fiji,Nadi FA,€100k,CONMEBOL,
Zachary Bryant,Right-Back,,New Zealand,Ferrymead Bays FC,€75k,CONMEBOL,
Tze-xuan Loke,Right-Back,20.0,New Zealand,Wellington Phoenix,€100k,CONMEBOL,
Oliver Pickering,Central Midfield,23.0,New Zealand,Petone FC,€100k,CONMEBOL,
Kieran McMinn,Centre-Forward,27.0,New Zealand,Petone FC,€100k,CONMEBOL,
Xavier Maddox,Central Midfield,20.0,New Zealand,Fencibles United AFC,€100k,CONMEBOL,
Charlie Beale,Defensive Midfield,21.0,New Zealand,Christchurch United,€100k,CONMEBOL,
Ryusei Ishibashi,Right Winger,23.0,New Zealand,East Coast Bays AFC,€100k,CONMEBOL,
Lachie McIsaac,Left-Back,27.0,New Zealand,Cashmere Technical FC,€100k,CONMEBOL,
Noah Tipene-Clegg,Central Midfield,24.0,New Zealand,Western Suburbs FC,€100k,CONMEBOL,
Zac Jones,Goalkeeper,24.0,New Zealand,AFC Fylde,€100k,CONMEBOL,
Keegan Smith,Goalkeeper,26.0,New Zealand,Birkenhead United,€100k,CONMEBOL,
Billy Jones,Centre-Back,27.0,New Zealand,East Coast Bays AFC,€100k,CONMEBOL,
Clayton Lewis,Central Midfield,28.0,New Zealand,Without Club,€100k,CONMEBOL,
Sam Burfoot,Attacking Midfield,31.0,New Zealand,West Coast Rangers,€100k,CONMEBOL,
Tamupiwa Dimairo,Right-Back,29.0,New Zealand,Without Club,€100k,CONMEBOL,
Damian Hirst,Goalkeeper,30.0,New Zealand,West Coast Rangers,€100k,CONMEBOL,
Ross Haviland,Centre-Back,33.0,New Zealand,Auckland United FC,€100k,CONMEBOL,
Jordan Vale,Right-Back,31.0,New Zealand,Auckland City FC,€100k,CONMEBOL,
Tommy Smith,Centre-Back,35.0,New Zealand,Without Club,€100k,CONMEBOL,
Steven Koti,Left-Back,25.0,Solomon Islands,Nadroga FC,€100k,CONMEBOL,
Junior Rocky,Centre-Forward,21.0,Solomon Islands,Honiara City FC,€100k,CONMEBOL,
Marlon Tahioa,Defensive Midfield,26.0,Solomon Islands,Central Coast FC,€100k,CONMEBOL,
Leon Kofana,Centre-Back,23.0,Solomon Islands,Rewa FA,€100k,CONMEBOL,
Jared Rongosulia,Midfield,29.0,Solomon Islands,Navua FC,€100k,CONMEBOL,
Aporosa Yada,Attacking Midfield,22.0,Fiji,Unknown,€100k,CONMEBOL,
Manasa Nawakula,Defender,31.0,Fiji,Lautoka FC,€100k,CONMEBOL,
Kavaia Rawaqa,Left-Back,34.0,Fiji,Rewa FA,€100k,CONMEBOL,
Max Chretien,Attacking Midfield,25.0,New Zealand,Coastal Spirit FC,€75k,CONMEBOL,
Oliver Whyte,Attacking Midfield,25.0,New Zealand,Without Club,€100k,CONMEBOL,
Kalisito Veikoka,Midfield,29.0,Fiji,Nasinu FC,€75k,CONMEBOL,
Atunaisa Naucukidi,Goalkeeper,27.0,Fiji,Ba FC,€75k,CONMEBOL,
James Mitchell,Central Midfield,20.0,New Zealand,Auckland FC Reserves,€75k,CONMEBOL,
Josh Laqeretabua,Defensive Midfield,19.0,Fiji,Charlton Athletic U21,€75k,CONMEBOL,
Gaery Kubu,Left-Back,22.0,Fiji,Suva FA,€75k,CONMEBOL,
Seth Ward,Left Winger,24.0,New Zealand,Unknown,€75k,CONMEBOL,
Flynn Saxon,Right-Back,20.0,New Zealand,Bay Olympic FC,€75k,CONMEBOL,
Matthew Brazier,Centre-Forward,28.0,New Zealand,Petone FC,€75k,CONMEBOL,
Shivam Shandil,Defender,20.0,Fiji,Nadi FA,€75k,CONMEBOL,
Luke Pritchard,Left-Back,,New Zealand,Ferrymead Bays FC,€75k,CONMEBOL,
Ben Polak,Attacking Midfield,,New Zealand,Nelson Suburbs FC,€75k,CONMEBOL,
Henry Aitken,Centre-Back,,New Zealand,Nelson Suburbs FC,€75k,CONMEBOL,
William Vincent,Central Midfield,19.0,New Zealand,Wellington Olympic AFC,€75k,CONMEBOL,
Joshua Armitt,Right-Back,29.0,New Zealand,West Coast Rangers,€75k,CONMEBOL,
Ryan Chandra,Midfield,21.0,Fiji,Nasinu FC,€75k,CONMEBOL,
Shazil Ali,Right Midfield,29.0,Fiji,Lautoka FC,€75k,CONMEBOL,
Leo Hall,Left-Back,19.0,New Zealand,Bay Olympic FC,€75k,CONMEBOL,
Shofwaan Ali,Midfield,18.0,Fiji,Unknown,€75k,CONMEBOL,
Amir Mandalawi,Defensive Midfield,,New Zealand,Petone FC,€75k,CONMEBOL,
Edwin Sahayam,Defender,35.0,Fiji,Labasa FC,€75k,CONMEBOL,
Blake Inder,Defensive Midfield,21.0,New Zealand,Miramar Rangers AFC,€75k,CONMEBOL,
Birhanu Taye,Central Midfield,30.0,New Zealand,Waterside Karori AFC,€75k,CONMEBOL,
Pieter-Taco Bierema,Goalkeeper,30.0,New Zealand,Cashmere Technical FC,€75k,CONMEBOL,
Rhys Williams,Midfield,,New Zealand,Ferrymead Bays FC,€75k,CONMEBOL,
Daniel Metherell,Defender,,New Zealand,Nomads United AFC,€75k,CONMEBOL,
Simione Nabenu,Centre-Back,25.0,Fiji,Lautoka FC,€75k,CONMEBOL,
Campbell Higgins,Centre-Back,33.0,New Zealand,Tauranga City AFC,€75k,CONMEBOL,
Dylan Laing-McConnell,Defensive Midfield,25.0,New Zealand,Fencibles United AFC,€75k,CONMEBOL,
Kishan Sami,Left-Back,25.0,Fiji,Lautoka FC,€75k,CONMEBOL,
Owen Smith,Left-Back,25.0,New Zealand,Miramar Rangers AFC,€75k,CONMEBOL,
Liam Bailey,Centre-Back,22.0,New Zealand,Birkenhead United,€75k,CONMEBOL,
Abhishek Deo,Midfield,27.0,Fiji,Suva FA,€75k,CONMEBOL,
Oscar Boyce,Goalkeeper,20.0,New Zealand,Wellington Olympic AFC,€75k,CONMEBOL,
Raj Pillay,Centre-Forward,23.0,Fiji,Ba FC,€75k,CONMEBOL,
Sunny Deol,Midfield,28.0,Fiji,Navua FC,€75k,CONMEBOL,
Shivnil Chand,Defender,24.0,Fiji,Nadroga FC,€75k,CONMEBOL,
Tom Scott,Centre-Back,26.0,New Zealand,Western Suburbs FC,€75k,CONMEBOL,
Benjamin Lapslie,Centre-Back,26.0,New Zealand,Without Club,€75k,CONMEBOL,
Rahul Naresh,Centre-Back,23.0,Fiji,Unknown,€75k,CONMEBOL,
Dan McKay,Central Midfield,21.0,New Zealand,Utah Valley Wolverines (Utah Valley University),€75k,CONMEBOL,
Connor Neil,Attacking Midfield,28.0,New Zealand,Dunedin City Royals,€75k,CONMEBOL,
Malakai Rere,Defender,24.0,Fiji,Unknown,€75k,CONMEBOL,
Cameron Wardlaw,Right-Back,26.0,New Zealand,Unknown,€75k,CONMEBOL,
Jack Carter,Left-Back,,New Zealand,Nelson Suburbs FC,€75k,CONMEBOL,
Lewis Miller,Defender,,New Zealand,Western Suburbs FC,€75k,CONMEBOL,
Faazil Faizul Ali,Centre-Forward,22.0,Fiji,Ba FC,€75k,CONMEBOL,
Mosese Nabose,Midfield,27.0,Fiji,Rewa FA,€75k,CONMEBOL,
Jack O'Connor,Left Winger,21.0,New Zealand,Petone FC,€75k,CONMEBOL,
Will Mendoza,Central Midfield,21.0,New Zealand,Auckland United FC,€75k,CONMEBOL,
Liam Hayes,Defensive Midfield,26.0,New Zealand,Without Club,€75k,CONMEBOL,
Neemish Prasad,Defender,20.0,Fiji,Rewa FA,€75k,CONMEBOL,
Adam Bell,Left-Back,21.0,New Zealand,Auckland City FC,€75k,CONMEBOL,
Jordan Lamb,Centre-Forward,25.0,New Zealand,Miramar Rangers AFC,€75k,CONMEBOL,
Joji Vuakaca,Goalkeeper,22.0,Fiji,Labasa FC,€75k,CONMEBOL,
Luca Taylor,Goalkeeper,22.0,New Zealand,Bay Olympic FC,€75k,CONMEBOL,
Josh Jones,Centre-Back,26.0,New Zealand,West Coast Rangers,€75k,CONMEBOL,
Ravinesh Reddy,Attack,26.0,Fiji,Nadroga FC,€75k,CONMEBOL,
Semesa Sacere,Defender,30.0,Fiji,Nadroga FC,€75k,CONMEBOL,
Ajesh Chand,Midfield,24.0,Fiji,Unknown,€75k,CONMEBOL,
Ilham Hameedi,Central Midfield,22.0,New Zealand,Manurewa AFC,€75k,CONMEBOL,
Milton Delgado,Defensive Midfield,20.0,Argentina,CA Boca Juniors,€5.50m,CONCACAF,
Fernando Gorriarán,Central Midfield,30.0,Uruguay,Tigres UANL,€5.50m,CONCACAF,
Matheus Gonçalves,Right Winger,19.0,Brazil,CR Flamengo,€5.00m,CONCACAF,
Rwan Cruz,Centre-Forward,24.0,Brazil,Botafogo de Futebol e Regatas,€5.00m,CONCACAF,
Alexsander,Defensive Midfield,21.0,Brazil,Al-Ahli SFC,€5.00m,CONCACAF,
Elián Irala,Defensive Midfield,21.0,Argentina,Shabab Al-Ahli Club,€5.00m,CONCACAF,
Luighi,Centre-Forward,19.0,Brazil,Sociedade Esportiva Palmeiras,€5.00m,CONCACAF,
Pedro Lima,Right-Back,19.0,Brazil,Wolverhampton Wanderers,€5.00m,CONCACAF,
Mateo Silvetti,Right Winger,19.0,Argentina,CA Newell's Old Boys,€5.00m,CONCACAF,
Lucas Ferreira,Right Winger,19.0,Brazil,São Paulo Futebol Clube,€5.00m,CONCACAF,
Cauly,Attacking Midfield,29.0,Brazil,Esporte Clube Bahia,€5.50m,CONCACAF,
Bernardo,Centre-Back,30.0,Brazil,TSG 1899 Hoffenheim,€5.50m,CONCACAF,
Nicolás Tagliafico,Left-Back,32.0,Argentina,Without Club,€6.00m,CONCACAF,
Lucas Pires,Left-Back,24.0,Brazil,Burnley FC,€5.00m,CONCACAF,
Víctor Dávila,Centre-Forward,27.0,Chile,CF América,€5.50m,CONCACAF,
Rodrigo Becão,Centre-Back,29.0,Brazil,Fenerbahce,€5.50m,CONCACAF,
Lucas Veríssimo,Centre-Back,30.0,Brazil,Al-Wakrah SC,€5.50m,CONCACAF,
Martín Payero,Central Midfield,26.0,Argentina,Udinese Calcio,€5.50m,CONCACAF,
Williams Alarcón,Central Midfield,24.0,Chile,CA Boca Juniors,€5.50m,CONCACAF,
Marquinhos,Right Winger,22.0,Brazil,Cruzeiro Esporte Clube,€5.50m,CONCACAF,
Federico Pereira,Centre-Back,25.0,Uruguay,Deportivo Toluca,€5.50m,CONCACAF,
