Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Benjamin Rollheiser,25,Argentina,Right_Winger,Santos FC,Brasileiro_SerieA,CONMEBOL,130.0,FW,75,83,74,70,77,42,64,benjaminrollheiser
Omar Alderete,28,Paraguay,Centre_Back,Getafe CF,LaLiga,CONMEBOL,130.0,DF,77,63,61,62,69,78,78,aldereteomar
Stefan Posch,28,Austria,Centre_Back,Bologna FC 1909,Serie_A,UEFA,130.0,DF,78,75,55,68,65,79,75,poschstefan
Willi Orban,32,Hungary,Centre_Back,RB Leipzig,Bundesliga,UEFA,130.0,DF,83,58,36,56,56,85,78,orbanwilli
Nico Elvedi,28,Switzerland,Centre_Back,Borussia Mönchengladbach,Bundesliga,UEFA,130.0,DF,76,73,39,63,65,77,74,elvedinico
Ayase Ueda,26,Japan,Striker,Feyenoord Rotterdam,Eredivisie,AFC,130.0,FW,74,75,75,57,68,28,70,ayaseueda
Keito Nakamura,24,Japan,Left_Winger,Stade Reims,Ligue2,AFC,130.0,FW,74,77,72,70,76,41,69,keitonakamura
Nick Pope,33,England,Goalkeeper,Newcastle United,PremierLeague,UEFA,130.0,GK,83,82,82,75,85,49,82,nickpope
Paulo Dybala,31,Argentina,Striker,AS Roma,Serie_A,CONMEBOL,130.0,FW,87,80,85,84,89,41,65,dybalapaulo
Fran Beltran,26,Spain,Central_Midfielder,Celta de Vigo,LaLiga,UEFA,130.0,MF,78,58,56,77,75,76,66,beltranfran
Albert Sambi Lokonga,25,Belgium,Central_Midfielder,Arsenal FC,PremierLeague,UEFA,130.0,MF,75,64,58,74,76,68,71,albertlokongasambi
Michal Sadilek,26,Czech Republic,Central_Midfielder,SK Slavia Prague,Chance_Liga,UEFA,130.0,MF,76,56,65,74,72,72,78,michalsadilek
Denis Bouanga,30,Gabon,Left_Winger,Los Angeles FC,MLS,CAF,130.0,FW,80,85,81,74,79,38,79,bouangadenis
Johan Manzambi,19,Switzerland,Central_Midfielder,SC Freiburg,Bundesliga,UEFA,130.0,MF,58,69,45,56,62,55,61,johanmanzambi
Gabriel Moscardo,19,Brazil,Defensive_Midfielder,SC Braga,Liga_Portugal,CONMEBOL,130.0,MF,73,70,52,62,70,71,78,gabrielmoscardo
Julio Soler,20,Argentina,Left_Back,AFC Bournemouth,PremierLeague,CONMEBOL,130.0,DF,65,82,41,49,62,62,60,juliosoler
Deivid Washington,20,Brazil,Striker,Santos FC,Brasileiro_SerieA,CONMEBOL,130.0,FW,69,79,70,53,72,30,66,deividwashington
Gianluca Prestianni,19,Argentina,Right_Winger,SL Benfica,Liga_Portugal,CONMEBOL,130.0,FW,68,87,60,57,76,35,46,gianlucaprestianni
Marco Brescianini,25,Italy,Central_Midfielder,Atalanta BC,Serie_A,UEFA,130.0,MF,69,53,64,64,66,63,72,brescianinimarco
Niklas Sule,29,Germany,Centre_Back,Borussia Dortmund,Bundesliga,UEFA,130.0,DF,82,70,51,67,64,83,79,niklassule
Alessandro Circati,21,Australia,Centre_Back,Parma Calcio 1913,Serie_A,AFC,130.0,DF,73,61,35,53,49,74,74,alessandrocircati
Joseph Paintsil,27,Ghana,Right_Winger,Los Angeles Galaxy,MLS,CAF,130.0,FW,75,90,70,68,78,33,73,josephpaintsil
Lucien Agoume,23,France,Defensive_Midfielder,Sevilla FC,LaLiga,UEFA,130.0,MF,72,61,54,69,73,69,70,agoumelucien
Lucas Gourna-Douath,21,France,Defensive_Midfielder,Red Bull Salzburg,Austria_Bundesliga,UEFA,130.0,MF,73,76,52,65,71,70,77,douathgournalucas
Jordan James,21,Wales,Central_Midfielder,Stade Rennais FC,Ligue1,UEFA,130.0,MF,68,67,66,65,67,62,68,jamesjordan
Kevin Danois,21,France,Central_Midfielder,AJ Auxerre,Ligue1,UEFA,130.0,MF,61,55,53,60,61,61,50,danoiskevin
Pablo Marin,22,Spain,Attacking_Midfielder,Real Sociedad,LaLiga,UEFA,130.0,MF,65,62,58,62,65,37,47,marinpablo
Lennon Miller,18,Scotland,Central_Midfielder,Motherwell FC,Scottish_Premiership,UEFA,130.0,MF,66,73,58,66,67,52,63,lennonmiller
Sadio Mane,33,Senegal,Left_Winger,Al-Nassr FC,Saudi_ProLeague,CAF,130.0,FW,84,83,81,78,86,44,75,manesadio
Bertrand Traore,29,Burkina Faso,Right_Winger,Ajax Amsterdam,Eredivisie,CAF,130.0,FW,76,76,72,72,81,45,62,bertrandtraore
Lukas Klostermann,29,Germany,Centre_Back,RB Leipzig,Bundesliga,UEFA,130.0,DF,79,82,50,64,70,81,76,klostermannlukas
Jon Martin,19,Spain,Centre_Back,Real Sociedad,LaLiga,UEFA,130.0,DF,58,68,26,37,45,56,64,jonmartin
Koke,33,Spain,Central_Midfielder,Atlético de Madrid,LaLiga,UEFA,130.0,MF,83,69,72,84,79,77,78,koke
Arthur Atta,22,France,Central_Midfielder,Udinese Calcio,Serie_A,UEFA,130.0,MF,68,73,55,63,70,62,72,arthuratta
William Boving,22,Denmark,Striker,SK Sturm Graz,Austria_Bundesliga,UEFA,130.0,FW,68,82,67,61,71,31,63,bovingwilliam
Jacob Ondrejka,22,Sweden,Left_Winger,Parma Calcio 1913,Serie_A,UEFA,130.0,FW,71,79,66,69,73,46,60,jacobondrejka
Jota,26,Portugal,Left_Winger,Celtic FC,Scottish_Premiership,UEFA,130.0,FW,75,86,70,70,81,37,59,jota
Jota,26,Portugal,Left_Winger,Celtic FC,Scottish_Premiership,UEFA,130.0,FW,66,65,56,66,70,58,62,jota
Odsonne Edouard,27,France,Striker,Crystal Palace,PremierLeague,UEFA,130.0,FW,75,73,75,67,76,45,69,edouardodsonne
Gaetan Perrin,29,France,Right_Winger,FC Krasnodar,Russian_PremierLiga,UEFA,130.0,FW,72,80,68,67,74,37,64,gaetanperrin
Cyril Ngonge,25,Belgium,Right_Winger,Torino FC,Serie_A,UEFA,130.0,FW,73,83,72,67,75,35,64,cyrilngonge
Carlos Forbs,21,Portugal,Left_Winger,Club Brugge KV,Jupiler_ProLeague,UEFA,130.0,FW,70,90,67,62,70,36,54,carlosforbs
Yoann Cathline,23,France,Left_Winger,FC Utrecht,Eredivisie,UEFA,130.0,FW,67,80,61,60,71,45,55,cathlineyoann
Joaquin Seys,20,Belgium,Left_Back,Club Brugge KV,Jupiler_ProLeague,UEFA,130.0,DF,62,78,27,51,60,56,52,joaquinseys
Jan-Carlo Simic,20,Serbia,Centre_Back,RSC Anderlecht,Jupiler_ProLeague,UEFA,130.0,DF,63,68,28,42,43,64,58,carlojansimic
Mexx Meerdink,22,Netherlands,Striker,AZ Alkmaar,Eredivisie,UEFA,130.0,FW,66,58,67,50,62,32,67,meerdinkmexx
Ruben van Bommel,20,Netherlands,Left_Winger,PSV Eindhoven,Eredivisie,UEFA,130.0,FW,69,85,67,59,71,25,62,bommelrubenvan
Santi Comesana,28,Spain,Central_Midfielder,Villarreal CF,LaLiga,UEFA,130.0,MF,75,57,69,68,73,76,74,comesanasanti
Wataru Endo,32,Japan,Defensive_Midfielder,Liverpool FC,PremierLeague,AFC,130.0,MF,80,60,68,71,78,79,76,endowataru
Eric Dier,31,England,Centre_Back,AS Monaco,Ligue1,UEFA,130.0,DF,80,58,63,70,63,81,81,diereric
Victor Lindelof,31,Sweden,Centre_Back,Without Club,Without_Club,UEFA,130.0,DF,78,52,51,73,72,80,74,lindelofvictor
Raphael Guerreiro,31,Portugal,Left_Back,Bayern Munich,Bundesliga,UEFA,130.0,DF,82,63,78,85,88,76,56,guerreiroraphael
Viktor Johansson,26,Sweden,Goalkeeper,Stoke City,Championship,UEFA,130.0,GK,74,75,71,70,77,40,73,johanssonviktor
Moussa Yeo,21,Mali,Right_Winger,Red Bull Salzburg,Austria_Bundesliga,CAF,130.0,FW,62,69,55,64,68,53,43,moussayeo
Jonas Adjetey,21,Ghana,Centre_Back,FC Basel 1893,Swiss_SuperLeague,CAF,130.0,DF,64,70,23,43,45,64,65,adjeteyjonas
Ibrahima Sory Bangoura,21,Guinea,Defensive_Midfielder,KRC Genk,Jupiler_ProLeague,CAF,130.0,MF,59,64,35,50,52,57,64,bangouraibrahimasory
Haji Wright,27,United States,Striker,Coventry City,Championship,CONCACAF,130.0,FW,73,82,73,57,69,33,78,hajiwright
Caleb Wiley,20,United States,Left_Back,Watford FC,Championship,CONCACAF,130.0,DF,68,76,52,63,72,62,63,calebwiley
Marc Guiu,19,Spain,Striker,Chelsea FC,PremierLeague,UEFA,130.0,FW,67,54,70,50,63,27,65,guiumarc
Ben Johnson,25,England,Right_Back,Ipswich Town,Championship,UEFA,130.0,DF,73,72,40,63,68,73,71,benjohnson
Anan Khalaili,20,Israel,Right_Winger,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,130.0,FW,64,76,62,56,67,25,59,anankhalaili
Robin Gosens,31,Germany,Left_Back,ACF Fiorentina,Serie_A,UEFA,130.0,DF,79,72,74,73,75,76,80,gosensrobin
Max Rosenfelder,22,Germany,Centre_Back,SC Freiburg,Bundesliga,UEFA,130.0,DF,66,58,22,48,51,67,61,maxrosenfelder
Thomas Beelen,24,Netherlands,Centre_Back,Feyenoord Rotterdam,Eredivisie,UEFA,130.0,DF,73,74,44,64,68,74,75,beelenthomas
Jackson Tchatchoua,23,Cameroon,Right_Back,Hellas Verona,Serie_A,CAF,130.0,DF,73,88,56,62,72,66,79,jacksontchatchoua
Riyad Mahrez,34,Algeria,Right_Winger,Al-Ahli SFC,Saudi_ProLeague,CAF,130.0,FW,85,79,81,81,88,39,62,mahrezriyad
Maxwel Cornet,28,Cote d'Ivoire,Left_Winger,West Ham United,PremierLeague,CAF,130.0,FW,75,85,75,70,76,67,70,cornetmaxwel
Sikou Niakate,26,Mali,Centre_Back,SC Braga,Liga_Portugal,CAF,130.0,DF,76,72,39,51,64,77,80,niakatesikou
Anass Zaroury,24,Morocco,Attacking_Midfielder,RC Lens,Ligue1,CAF,130.0,MF,73,84,66,68,76,27,61,anasszaroury
Emil Holm,25,Sweden,Right_Back,Bologna FC 1909,Serie_A,UEFA,130.0,DF,74,82,61,67,71,66,84,emilholm
Domenico Berardi,30,Italy,Right_Winger,US Sassuolo,Serie_A,UEFA,130.0,FW,83,79,81,78,85,36,70,berardidomenico
Callum Wilson,33,England,Striker,Without Club,Without_Club,UEFA,130.0,FW,81,78,82,67,79,42,75,callumwilson
Andrija Zivkovic,29,Serbia,Right_Winger,PAOK Thessaloniki,SuperLeague1,UEFA,130.0,FW,78,82,74,74,81,57,62,andrijazivkovic
Ante Crnac,21,Croatia,Striker,Norwich City,Championship,UEFA,130.0,FW,66,78,68,50,66,26,70,antecrnac
Lukas Ullrich,21,Germany,Left_Back,Borussia Mönchengladbach,Bundesliga,UEFA,130.0,DF,62,67,43,54,62,56,61,lukasullrich
Kike Salas,23,Spain,Centre_Back,Sevilla FC,LaLiga,UEFA,130.0,DF,73,63,26,46,52,74,74,kikesalas
Hugo Bueno,22,Spain,Left_Back,Wolverhampton Wanderers,PremierLeague,UEFA,130.0,DF,72,75,53,71,77,65,65,buenohugo
Elias Baum,19,Germany,Right_Back,Eintracht Frankfurt,Bundesliga,UEFA,130.0,DF,61,68,40,53,63,57,57,baumelias
Soumaila Coulibaly,21,France,Centre_Back,RC Strasbourg Alsace,Ligue1,UEFA,130.0,DF,71,86,36,54,65,68,79,coulibalysoumaila
Samson Baidoo,21,Austria,Centre_Back,RC Lens,Ligue1,UEFA,130.0,DF,69,70,26,50,60,68,69,baidoosamson
Andrew Omobamidele,23,Ireland,Centre_Back,RC Strasbourg Alsace,Ligue1,UEFA,130.0,DF,71,71,27,52,56,71,75,andrewomobamidele
Dario Osorio,21,Chile,Right_Winger,FC Midtjylland,Danish_Superligaen,CONMEBOL,130.0,FW,71,79,65,65,73,41,62,darioosorio
Maarten Vandevoordt,23,Belgium,Goalkeeper,RB Leipzig,Bundesliga,UEFA,130.0,GK,75,77,74,73,76,40,73,maartenvandevoordt
Predrag Rajkovic,29,Serbia,Goalkeeper,Al-Ittihad Club,Saudi_ProLeague,UEFA,130.0,GK,78,77,76,74,81,25,79,predragrajkovic
Stefan Ortega,32,Germany,Goalkeeper,Manchester City,PremierLeague,UEFA,130.0,GK,81,79,77,86,84,52,81,ortegastefan
Eiran Cashin,23,Ireland,Centre_Back,Birmingham City,Championship,UEFA,130.0,DF,71,58,35,56,60,69,81,cashineiran
Georgios Vagiannidis,23,Greece,Right_Back,Panathinaikos FC,SuperLeague1,UEFA,130.0,DF,71,79,47,64,67,65,66,georgiosvagiannidis
Dennis Cirkin,23,England,Left_Back,Sunderland AFC,PremierLeague,UEFA,130.0,DF,68,77,47,58,65,64,62,cirkindennis
Kiril Despodov,28,Bulgaria,Right_Winger,PAOK Thessaloniki,SuperLeague1,UEFA,130.0,FW,77,89,77,71,76,29,66,despodovkiril
Yann Gboho,24,France,Left_Winger,FC Toulouse,Ligue1,UEFA,130.0,FW,75,76,68,70,79,36,58,gbohoyann
Daniel Ballard,25,Northern Ireland,Centre_Back,Sunderland AFC,PremierLeague,UEFA,130.0,DF,73,60,30,53,57,72,81,ballarddaniel
Moussa Dembele,29,France,Striker,Al-Ettifaq FC,Saudi_ProLeague,UEFA,130.0,FW,75,71,74,62,71,30,80,dembelemoussa
Tiago Djalo,25,Portugal,Centre_Back,Juventus FC,Serie_A,UEFA,130.0,DF,76,80,42,61,64,76,75,djalotiago
Tyrell Malacia,25,Netherlands,Left_Back,Manchester United,PremierLeague,UEFA,130.0,DF,76,78,54,67,76,73,73,malaciatyrell
Oleksandr Zubkov,28,Ukraine,Right_Winger,Trabzonspor,SuperLig,UEFA,130.0,FW,76,83,72,69,76,28,63,oleksandrzubkov
Vaclav Cerny,27,Czech Republic,Right_Winger,VfL Wolfsburg,Bundesliga,UEFA,130.0,FW,74,83,70,66,76,38,64,cernyvaclav
Alfie Gilchrist,21,England,Right_Back,Chelsea FC,PremierLeague,UEFA,130.0,DF,65,60,37,53,53,65,65,alfiegilchrist
Kasper Hogh,24,Denmark,Striker,FK Bodø/Glimt,Eliteserien,UEFA,130.0,FW,64,77,62,50,62,28,64,hoghkasper
Anass Salah-Eddine,23,Netherlands,Left_Back,AS Roma,Serie_A,UEFA,130.0,DF,67,74,35,65,69,62,66,anasseddinesalah
Junior Firpo,28,Dominican Republic,Left_Back,Real Betis Balompié,LaLiga,CONCACAF,130.0,DF,73,73,60,67,69,70,73,firpojunior
Diego Luna,21,United States,Side_Midfielder,Real Salt Lake City,MLS,CONCACAF,130.0,MF,68,77,59,62,75,42,68,diegoluna
Arouna Sangante,23,Senegal,Centre_Back,Le Havre AC,Ligue1,CAF,130.0,DF,73,58,34,59,59,73,75,arounasangante
Alberto Dossena,26,Italy,Centre_Back,Como 1907,Serie_A,UEFA,130.0,DF,74,43,43,52,59,76,75,albertodossena
Maximilian Wober,27,Austria,Centre_Back,SV Werder Bremen,Bundesliga,UEFA,130.0,DF,77,65,52,67,65,78,78,maximilianwober
Neal Maupay,28,France,Striker,Olympique Marseille,Ligue1,UEFA,130.0,FW,74,69,75,67,72,41,72,maupayneal
Ameen Al-Dakhil,23,Belgium,Centre_Back,VfB Stuttgart,Bundesliga,UEFA,121.9,DF,72,70,27,51,62,72,73,alameendakhil
Marash Kumbulla,25,Albania,Centre_Back,AS Roma,Serie_A,UEFA,121.9,DF,74,39,32,53,56,77,73,kumbullamarash
Javi Lopez,23,Spain,Left_Back,Real Sociedad,LaLiga,UEFA,121.9,DF,70,77,29,54,59,67,68,javilopez
Javi Lopez,23,Spain,Left_Back,Real Sociedad,LaLiga,UEFA,121.9,DF,64,54,52,62,64,64,65,javilopez
Yasin Ozcan,19,Turkey,Centre_Back,Aston Villa,PremierLeague,UEFA,121.9,DF,63,65,36,45,55,64,67,ozcanyasin
Mateusz Bogusz,23,Poland,Attacking_Midfielder,CD Cruz Azul,Liga_MX,UEFA,121.9,MF,70,71,74,67,70,57,65,boguszmateusz
Mady Camara,28,Guinea,Central_Midfielder,PAOK Thessaloniki,SuperLeague1,CAF,121.9,MF,72,70,71,71,71,74,83,camaramady
Cristian Arango,30,Colombia,Striker,San Jose Earthquakes,MLS,CONMEBOL,121.9,FW,78,75,79,71,77,36,74,arangocristian
Leonardo Fernandez,26,Uruguay,Attacking_Midfielder,CA Peñarol,Other_leagues,CONMEBOL,121.9,MF,76,78,79,76,75,44,64,fernandezleonardo
Walter Benitez,32,Argentina,Goalkeeper,Crystal Palace,PremierLeague,CONMEBOL,121.9,GK,80,79,78,72,82,37,79,benitezwalter
Vitinho,26,Brazil,Left_Winger,Sport Club Internacional,Brasileiro_SerieA,CONMEBOL,121.9,FW,69,72,69,69,73,39,62,vitinho
Vitinho,26,Brazil,Left_Winger,Sport Club Internacional,Brasileiro_SerieA,CONMEBOL,121.9,FW,64,65,64,63,66,53,55,vitinho
Kevin Mac Allister,27,Argentina,Centre_Back,Union Saint-Gilloise,Jupiler_ProLeague,CONMEBOL,121.9,DF,74,75,55,60,72,74,79,allisterkevinmac
Ben Brereton Diaz,26,Chile,Striker,Southampton FC,Championship,CONMEBOL,121.9,FW,73,80,73,66,73,41,78,benbreretondiaz
Ousmane Diao,21,Senegal,Centre_Back,FC Midtjylland,Danish_Superligaen,CAF,121.9,DF,63,69,34,46,58,62,65,diaoousmane
Mario Lemina,31,Gabon,Defensive_Midfielder,Galatasaray,SuperLig,CAF,121.9,MF,79,69,67,75,75,78,80,leminamario
Oscar Hojlund,20,Denmark,Central_Midfielder,Eintracht Frankfurt,Bundesliga,UEFA,121.9,MF,64,74,56,60,66,61,66,hojlundoscar
Clement Lenglet,30,France,Centre_Back,Atlético de Madrid,LaLiga,UEFA,121.9,DF,76,54,45,69,64,77,74,clementlenglet
Dan Neil,23,England,Central_Midfielder,Sunderland AFC,PremierLeague,UEFA,121.9,MF,73,73,64,66,72,68,77,danneil
Djibril Sow,28,Switzerland,Central_Midfielder,Sevilla FC,LaLiga,UEFA,121.9,MF,78,79,69,75,77,75,78,djibrilsow
Aurele Amenda,21,Switzerland,Centre_Back,Eintracht Frankfurt,Bundesliga,UEFA,121.9,DF,70,72,27,51,47,67,82,amendaaurele
Jay Idzes,25,Indonesia,Centre_Back,Venezia FC,Serie_B,AFC,121.9,DF,68,53,46,60,59,67,77,idzesjay
Michel Aebischer,28,Switzerland,Central_Midfielder,Bologna FC 1909,Serie_A,UEFA,121.9,MF,76,66,67,74,75,74,74,aebischermichel
Darius Olaru,27,Romania,Attacking_Midfielder,FCSB,Romaina_SuperLiga,UEFA,121.9,MF,73,83,73,72,74,64,82,dariusolaru
Diego Conde,26,Spain,Goalkeeper,Villarreal CF,LaLiga,UEFA,121.9,GK,73,73,73,64,74,43,73,condediego
Cengiz Under,28,Turkey,Right_Winger,Fenerbahce,SuperLig,UEFA,121.9,FW,76,77,75,76,78,38,58,cengizunder
Largie Ramazani,24,Belgium,Left_Winger,Leeds United,PremierLeague,UEFA,121.9,FW,71,87,64,62,75,33,57,largieramazani
Tijjani Noslin,26,Netherlands,Right_Winger,SS Lazio,Serie_A,UEFA,121.9,FW,75,80,73,66,78,43,74,noslintijjani
Raul Moro,22,Spain,Left_Winger,Ajax Amsterdam,Eredivisie,UEFA,121.9,FW,71,82,61,66,77,27,35,mororaul
Roony Bardghji,19,Sweden,Right_Winger,FC Barcelona Atlètic,Other_leagues,UEFA,121.9,FW,70,75,68,63,74,30,53,bardghjiroony
Matija Frigan,22,Croatia,Striker,KVC Westerlo,Jupiler_ProLeague,UEFA,121.9,FW,69,79,68,59,68,36,74,friganmatija
Ismael Gharbi,21,Spain,Left_Winger,SC Braga,Liga_Portugal,UEFA,121.9,FW,68,73,57,63,74,40,46,gharbiismael
Christopher Bonsu Baah,20,Ghana,Left_Winger,Al-Qadsiah FC,Saudi_ProLeague,CAF,121.9,FW,69,86,63,59,77,29,57,baahbonsuchristopher
Fisayo Dele-Bashiru,24,Nigeria,Attacking_Midfielder,SS Lazio,Serie_A,CAF,121.9,MF,70,77,69,62,74,57,78,bashirudelefisayo
Fedor Chalov,27,Russia,Striker,PAOK Thessaloniki,SuperLeague1,UEFA,121.9,FW,75,76,75,70,74,33,63,chalovfedor
Lukas Haraslin,29,Slovakia,Left_Winger,AC Sparta Prague,Chance_Liga,UEFA,121.9,FW,78,80,74,73,81,40,59,haraslinlukas
Borja Mayoral,28,Spain,Striker,Getafe CF,LaLiga,UEFA,121.9,FW,79,71,80,71,77,39,67,borjamayoral
Myrto Uzuni,30,Albania,Left_Winger,Austin FC,MLS,UEFA,121.9,FW,76,81,76,70,80,32,66,myrtouzuni
Tommy Conway,22,Scotland,Striker,Middlesbrough FC,Championship,UEFA,121.9,FW,69,81,68,53,68,20,57,conwaytommy
Hugo Alvarez,22,Spain,Left_Winger,Celta de Vigo,LaLiga,UEFA,121.9,FW,63,65,57,63,63,53,50,alvarezhugo
Kevin Paredes,22,United States,Side_Midfielder,VfL Wolfsburg,Bundesliga,CONCACAF,121.9,MF,73,78,59,66,78,58,49,kevinparedes
Ellyes Skhiri,30,Tunisia,Defensive_Midfielder,Eintracht Frankfurt,Bundesliga,CAF,121.9,MF,81,60,73,74,75,80,76,ellyesskhiri
Maduka Okoye,25,Nigeria,Goalkeeper,Udinese Calcio,Serie_A,CAF,121.9,GK,74,73,72,68,78,24,74,madukaokoye
Keny Arroyo,19,Ecuador,Right_Winger,Besiktas JK,SuperLig,CONMEBOL,113.8,FW,58,70,59,52,59,30,52,arroyokeny
Alan Matturro,20,Uruguay,Centre_Back,Levante UD,LaLiga,CONMEBOL,113.8,DF,66,64,30,52,54,67,64,alanmatturro
Christian Ordonez,21,Argentina,Central_Midfielder,Parma Calcio 1913,Serie_A,CONMEBOL,113.8,MF,70,83,45,64,67,65,73,christianordonez
Joaquin Panichelli,22,Argentina,Striker,Deportivo Alavés,LaLiga,CONMEBOL,113.8,FW,62,54,65,44,57,20,58,joaquinpanichelli
Sondre Orjasaeter,21,Norway,Left_Winger,Sarpsborg 08 FF,Eliteserien,UEFA,113.8,FW,62,77,51,54,66,30,53,orjasaetersondre
Yahia Fofana,24,Cote d'Ivoire,Goalkeeper,Angers SCO,Ligue1,CAF,113.8,GK,72,74,69,69,74,41,71,fofanayahia
Liel Abada,23,Israel,Right_Winger,Charlotte FC,MLS,UEFA,113.8,FW,74,87,72,67,73,41,59,abadaliel
Ludovit Reis,25,Netherlands,Central_Midfielder,Club Brugge KV,Jupiler_ProLeague,UEFA,113.8,MF,73,73,63,68,76,67,72,ludovitreis
Dmytro Riznyk,26,Ukraine,Goalkeeper,Shakhtar Donetsk,Ukrainian_PremierLeague,UEFA,113.8,GK,74,74,66,76,75,48,77,dmytroriznyk
Max Moerstedt,19,Germany,Striker,TSG 1899 Hoffenheim,Bundesliga,UEFA,113.8,FW,60,60,59,41,51,28,60,maxmoerstedt
Joseph Okumu,28,Kenya,Centre_Back,Stade Reims,Ligue2,CAF,113.8,DF,74,78,41,56,63,73,77,josephokumu
Ramy Bensebaini,30,Algeria,Left_Back,Borussia Dortmund,Bundesliga,CAF,113.8,DF,78,75,70,70,75,78,77,bensebainiramy
Caspar Jander,22,Germany,Central_Midfielder,1.FC Nuremberg,Bundesliga_2,UEFA,113.8,MF,66,76,47,65,70,61,66,casparjander
Aljoscha Kemlein,20,Germany,Defensive_Midfielder,1.FC Union Berlin,Bundesliga,UEFA,113.8,MF,68,60,59,65,67,64,66,aljoschakemlein
Muhammed Damar,21,Germany,Attacking_Midfielder,TSG 1899 Hoffenheim,Bundesliga,UEFA,113.8,MF,64,64,60,63,68,38,54,damarmuhammed
Assan Ouedraogo,19,Germany,Central_Midfielder,RB Leipzig,Bundesliga,UEFA,113.8,MF,69,77,56,60,76,45,69,assanouedraogo
Rafiu Durosinmi,22,Nigeria,Striker,FC Viktoria Plzen,Chance_Liga,CAF,113.8,FW,74,76,71,60,71,27,76,durosinmirafiu
Ismail Jakobs,25,Senegal,Left_Back,Galatasaray,SuperLig,CAF,113.8,DF,74,84,60,64,73,67,69,ismailjakobs
Badredine Bouanani,20,Algeria,Right_Winger,OGC Nice,Ligue1,CAF,113.8,FW,69,71,64,68,71,31,51,badredinebouanani
Matz Sels,33,Belgium,Goalkeeper,Nottingham Forest,PremierLeague,UEFA,113.8,GK,77,76,76,79,77,36,77,matzsels
Ibrahim Sulemana,22,Ghana,Defensive_Midfielder,Atalanta BC,Serie_A,CAF,113.8,MF,71,71,62,64,68,69,72,ibrahimsulemana
Frank Onyeka,27,Nigeria,Central_Midfielder,Brentford FC,PremierLeague,CAF,113.8,MF,72,77,63,66,73,72,76,frankonyeka
Abdoulaye Doucoure,32,Mali,Attacking_Midfielder,Without Club,Without_Club,CAF,113.8,MF,75,57,78,72,74,77,82,abdoulayedoucoure
Cedric Zesiger,27,Switzerland,Centre_Back,FC Augsburg,Bundesliga,UEFA,113.8,DF,74,67,43,57,61,73,80,cedriczesiger
Himad Abdelli,25,Algeria,Attacking_Midfielder,Angers SCO,Ligue1,CAF,113.8,MF,73,65,68,70,73,60,73,abdellihimad
Josh Eccles,25,England,Central_Midfielder,Coventry City,Championship,UEFA,113.8,MF,71,71,53,67,67,70,69,ecclesjosh
Matej Jurasek,21,Czech Republic,Right_Winger,Norwich City,Championship,UEFA,113.8,FW,73,81,71,67,74,54,70,jurasekmatej
Chiedozie Ogbene,28,Ireland,Right_Winger,Ipswich Town,Championship,UEFA,113.8,FW,73,91,65,66,74,64,78,chiedozieogbene
Karim Benzema,37,France,Striker,Al-Ittihad Club,Saudi_ProLeague,UEFA,113.8,FW,86,77,85,81,84,38,77,benzemakarim
Felix Uduokhai,27,Germany,Centre_Back,Besiktas JK,SuperLig,UEFA,113.8,DF,75,62,39,53,59,76,75,felixuduokhai
Abdulkerim Bardakci,30,Turkey,Centre_Back,Galatasaray,SuperLig,UEFA,113.8,DF,79,61,45,71,69,79,86,abdulkerimbardakci
Przemyslaw Frankowski,30,Poland,Right_Back,Galatasaray,SuperLig,UEFA,113.8,DF,78,90,72,75,76,70,73,frankowskiprzemyslaw
Irfan Can Kahveci,30,Turkey,Right_Winger,Fenerbahce,SuperLig,UEFA,113.8,FW,79,73,79,79,80,58,66,canirfankahveci
Calvin Stengs,26,Netherlands,Attacking_Midfielder,Feyenoord Rotterdam,Eredivisie,UEFA,113.8,MF,77,71,69,78,78,54,66,calvinstengs
Carlos Cuesta,26,Colombia,Centre_Back,Galatasaray,SuperLig,CONMEBOL,113.8,DF,72,76,28,52,62,71,74,carloscuesta
Santiago Ascacibar,28,Argentina,Defensive_Midfielder,Club Estudiantes de La Plata,Liga_Profesional,CONMEBOL,113.8,MF,76,70,70,71,75,73,71,ascacibarsantiago
Anis Mehmeti,24,Albania,Left_Winger,Bristol City,Championship,UEFA,113.8,FW,68,74,62,61,73,54,65,anismehmeti
Pablo Solari,24,Argentina,Right_Winger,Spartak Moscow,Russian_PremierLiga,CONMEBOL,113.8,FW,74,86,75,65,76,36,69,pablosolari
Lucas Martinez Quarta,29,Argentina,Centre_Back,CA River Plate,Liga_Profesional,CONMEBOL,113.8,DF,77,56,56,69,70,76,78,lucasmartinezquarta
Ben Sheaf,27,England,Defensive_Midfielder,Coventry City,Championship,UEFA,113.8,MF,75,54,47,71,71,74,74,bensheaf
Jason Knight,24,Ireland,Central_Midfielder,Bristol City,Championship,UEFA,113.8,MF,70,69,63,67,71,64,71,jasonknight
Arthur,22,Brazil,Right_Back,Bayer 04 Leverkusen,Bundesliga,CONMEBOL,113.8,DF,77,59,65,79,83,71,65,arthur
Arthur,22,Brazil,Right_Back,Bayer 04 Leverkusen,Bundesliga,CONMEBOL,113.8,DF,69,74,40,62,68,63,57,arthur
