Name,Age,Nation,Position,Club,League,Confederation,MarketValue,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Ethan Mbappe,18,France,Central_Midfielder,LOSC Lille,Ligue1,UEFA,81,MF,63,61,54,65,65,57,49
Ethan Pinnock,32,Jamaica,Centre_Back,Brentford FC,PremierLeague,CONCACAF,114,DF,79,67,36,56,61,81,83
Etienne Vaessen,30,Suriname,Goalkeeper,FC Groningen,Eredivisie,CONCACAF,32,GK,71,71,69,66,75,63,71
Etienne Youte Kinkoue,23,France,Centre_Back,Le Havre AC,Ligue1,UEFA,114,DF,72,61,31,50,48,70,78
Evander,27,Brazil,Attacking_Midfielder,FC Cincinnati,MLS,CONMEBOL,228,MF,77,72,73,77,80,66,70
Evan Ferguson,20,Ireland,Striker,AS Roma,Serie_A,UEFA,406,FW,74,72,76,60,71,20,70
Evanilson,25,Brazil,Striker,AFC Bournemouth,PremierLeague,CONMEBOL,569,FW,80,76,78,65,78,37,80
Evan Ndicka,25,Cote d'Ivoire,Centre_Back,AS Roma,Serie_A,CAF,488,DF,77,74,53,68,69,77,77
Evann Guessand,24,Cote d'Ivoire,Striker,OGC Nice,Ligue1,CAF,406,FW,74,80,72,56,70,27,70
Ever Banega,37,Argentina,Central_Midfielder,CA Newell's Old Boys,Liga_Profesional,CONMEBOL,12,MF,79,52,73,81,78,73,73
Ewan Wilson,20,Scotland,Left_Back,Motherwell FC,Scottish_Premiership,UEFA,11,DF,52,66,29,36,49,49,59
Exequiel Palacios,26,Argentina,Central_Midfielder,Bayer 04 Leverkusen,Bundesliga,CONMEBOL,650,MF,84,69,76,79,82,82,73
Ezechiel Banzuzi,20,Netherlands,Central_Midfielder,RB Leipzig,Bundesliga,UEFA,211,MF,67,67,61,62,64,59,71
Ezequiel Centurion,28,Argentina,Goalkeeper,CS Independiente Rivadavia,Liga_Profesional,CONMEBOL,32,GK,70,72,66,65,69,52,70
Ezequiel Fernandez,23,Argentina,Defensive_Midfielder,Al-Qadsiah FC,Saudi_ProLeague,CONMEBOL,195,MF,73,68,47,66,72,69,78
Ezequiel Ham,31,Syria,Central_Midfielder,Atlético Clube Goianiense,Other_leagues,AFC,13,MF,60,67,53,59,62,54,67
Ezequiel Ponce,28,Argentina,Striker,Houston Dynamo FC,MLS,CONMEBOL,81,FW,75,75,75,61,73,38,75
Ezgjan Alioski,33,North Macedonia,Left_Back,FC Lugano,Swiss_SuperLeague,UEFA,20,DF,70,73,71,70,72,64,71
Ezri Konsa,27,England,Centre_Back,Aston Villa,PremierLeague,UEFA,569,DF,81,76,48,71,76,83,78
Fabian de Keijzer,25,Netherlands,Goalkeeper,Heracles Almelo,Eredivisie,UEFA,24,GK,67,67,63,67,69,31,66
Fabian Ruiz,29,Spain,Central_Midfielder,Paris Saint-Germain,Ligue1,UEFA,650,MF,82,54,76,80,80,75,72
Fabinho,31,Brazil,Defensive_Midfielder,Al-Ittihad Club,Saudi_ProLeague,CONMEBOL,244,MF,82,58,69,78,77,80,82
Fabio Abreu,32,Angola,Striker,Beijing Guoan,Chinese_SuperLeague,CAF,28,FW,73,78,73,55,69,26,76
Fabio Borini,34,Italy,Left_Winger,UC Sampdoria,Serie_B,UEFA,8,FW,75,72,75,72,76,46,71
Fabio Carvalho,22,Portugal,Attacking_Midfielder,Brentford FC,PremierLeague,UEFA,228,MF,74,77,68,68,77,45,51
Fabio Miretti,21,Italy,Central_Midfielder,Juventus FC,Serie_A,UEFA,228,MF,74,75,60,75,76,66,70
Fabio Silva,23,Portugal,Striker,Wolverhampton Wanderers,PremierLeague,UEFA,325,FW,73,74,73,58,74,31,72
Fabio Vieira,25,Portugal,Attacking_Midfielder,Arsenal FC,PremierLeague,UEFA,358,MF,77,71,72,78,78,51,53
Facundo Altamirano,29,Argentina,Goalkeeper,CA San Lorenzo de Almagro,Liga_Profesional,CONMEBOL,16,GK,72,71,68,70,74,45,70
Facundo Buonanotte,20,Argentina,Attacking_Midfielder,Brighton & Hove Albion,PremierLeague,CONMEBOL,325,MF,73,75,67,70,76,30,52
Facundo Cambeses,28,Argentina,Goalkeeper,Racing Club,Liga_Profesional,CONMEBOL,28,GK,71,73,67,62,75,52,69
Facundo Colidio,25,Argentina,Striker,CA River Plate,Liga_Profesional,CONMEBOL,98,FW,74,80,71,67,79,43,69
Facundo Medina,26,Argentina,Centre_Back,Olympique Marseille,Ligue1,CONMEBOL,406,DF,80,73,36,69,72,80,79
Facundo Sanguinetti,24,Argentina,Goalkeeper,CA Banfield,Liga_Profesional,CONMEBOL,32,GK,60,60,54,56,63,27,58
Fallou Fall,21,Senegal,Centre_Back,St. Louis CITY SC,MLS,CAF,46,DF,59,48,28,45,47,59,61
Fares Chaibi,22,Algeria,Attacking_Midfielder,Eintracht Frankfurt,Bundesliga,CAF,146,MF,77,75,70,77,77,68,73
Fashion Sakala,28,Zambia,Striker,Al-Fayha FC,Saudi_ProLeague,CAF,65,FW,76,91,76,63,75,32,66
Fedde Leysen,22,Belgium,Centre_Back,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,49,DF,65,54,38,50,49,65,69
Federico Chiesa,27,Italy,Right_Winger,Liverpool FC,PremierLeague,UEFA,228,FW,84,93,83,76,86,52,75
Federico Dimarco,27,Italy,Left_Back,Inter Milan,Serie_A,UEFA,812,DF,84,80,77,84,83,78,81
Federico Gatti,27,Italy,Centre_Back,Juventus FC,Serie_A,UEFA,390,DF,78,75,37,51,61,80,76
Federico Ravaglia,25,Italy,Goalkeeper,Bologna FC 1909,Serie_A,UEFA,24,GK,70,72,67,67,75,37,69
Federico Redondo,22,Argentina,Defensive_Midfielder,Inter Miami CF,MLS,CONMEBOL,81,MF,74,72,62,70,74,71,77
Federico Valverde,27,Uruguay,Central_Midfielder,Real Madrid,LaLiga,CONMEBOL,2112,MF,88,88,82,84,84,80,84
Fedor Chalov,27,Russia,Striker,PAOK Thessaloniki,SuperLeague1,UEFA,122,FW,75,76,75,70,74,33,63
Felipe Silva,33,Brazil,Striker,Chengdu Rongcheng,Chinese_SuperLeague,CONMEBOL,7,FW,73,75,71,59,68,28,85
Felipe Zenobio,25,Argentina,Goalkeeper,Club Atlético Tigre,Liga_Profesional,CONMEBOL,49,GK,61,61,59,60,60,30,60
Felix Lemarechal,21,France,Attacking_Midfielder,RC Strasbourg Alsace,Ligue1,UEFA,162,MF,71,65,57,73,72,61,68
Felix Nmecha,24,Germany,Central_Midfielder,Borussia Dortmund,Bundesliga,UEFA,455,MF,77,80,69,71,80,75,81
Felix Uduokhai,27,Germany,Centre_Back,Besiktas JK,SuperLig,UEFA,114,DF,75,62,39,53,59,76,75
Ferdi Kadioglu,25,Turkey,Left_Back,Brighton & Hove Albion,PremierLeague,UEFA,406,DF,81,88,65,75,85,75,76
Ferland Mendy,30,France,Left_Back,Real Madrid,LaLiga,UEFA,228,DF,84,89,64,76,76,81,85
Fernando de Paul,34,Chile,Goalkeeper,CSD Colo-Colo,Primera_División,CONMEBOL,6,GK,71,72,64,65,73,40,70
Fernando Muslera,39,Uruguay,Goalkeeper,Club Estudiantes de La Plata,Liga_Profesional,CONMEBOL,13,GK,81,81,81,71,80,35,82
Ferran Torres,25,Spain,Striker,FC Barcelona,LaLiga,UEFA,650,FW,80,84,78,76,81,35,68
Festy Ebosele,22,Ireland,Right_Back,Basaksehir FK,SuperLig,UEFA,75,DF,69,90,45,58,73,62,74
Fikayo Tomori,27,England,Centre_Back,AC Milan,Serie_A,UEFA,325,DF,83,84,40,60,68,85,80
Filip Bundgaard,21,Denmark,Striker,Bröndby IF,Danish_Superligaen,UEFA,32,FW,67,74,68,64,73,38,59
Filip Jorgensen,23,Denmark,Goalkeeper,Chelsea FC,PremierLeague,UEFA,292,GK,77,75,76,77,77,41,78
Filip Kurto,34,Poland,Goalkeeper,Macarthur FC,A_League,UEFA,6,GK,68,67,65,60,71,49,66
Filip Stankovic,23,Serbia,Goalkeeper,Venezia FC,Serie_B,UEFA,98,GK,70,69,68,66,75,50,68
Filip Ugrinic,26,Switzerland,Central_Midfielder,BSC Young Boys,Swiss_SuperLeague,UEFA,114,MF,74,77,72,74,75,68,84
Finn Azaz,24,Ireland,Attacking_Midfielder,Middlesbrough FC,Championship,UEFA,260,MF,71,74,67,69,72,57,66
Finn Dahmen,27,Germany,Goalkeeper,FC Augsburg,Bundesliga,UEFA,146,GK,74,74,68,76,78,45,72
Finn Jeltsch,19,Germany,Centre_Back,VfB Stuttgart,Bundesliga,UEFA,325,DF,65,66,36,51,57,65,69
Finn Surman,21,New Zealand,Centre_Back,Portland Timbers,MLS,OFC,13,DF,66,64,33,47,52,65,78
Finn van Breemen,22,Netherlands,Centre_Back,FC Basel 1893,Swiss_SuperLeague,UEFA,73,DF,67,59,31,50,55,66,70
Fisayo Dele-Bashiru,24,Nigeria,Attacking_Midfielder,SS Lazio,Serie_A,CAF,122,MF,70,77,69,62,74,57,78
Flavio,29,Brazil,Central_Midfielder,Al-Taawoun FC,Saudi_ProLeague,CONMEBOL,36,MF,71,67,55,64,64,68,75
Florentino,25,Portugal,Defensive_Midfielder,SL Benfica,Liga_Portugal,UEFA,358,MF,79,55,47,65,73,79,78
Florian Flecker,29,Austria,Side_Midfielder,LASK,Austria_Bundesliga,UEFA,13,MF,68,86,61,57,71,57,70
Florian Kastenmeier,28,Germany,Goalkeeper,Fortuna Düsseldorf,Bundesliga_2,UEFA,24,GK,71,72,65,67,74,26,70
Florian Lejeune,34,France,Centre_Back,Rayo Vallecano,LaLiga,UEFA,41,DF,77,48,57,64,65,77,70
Florian Muller,27,Germany,Goalkeeper,SC Freiburg,Bundesliga,UEFA,20,GK,72,72,67,71,79,43,68
Florian Niederlechner,34,Germany,Striker,TSV 1860 Munich,Other_leagues,UEFA,6,FW,70,64,71,61,68,36,78
Florian Sotoca,34,France,Striker,RC Lens,Ligue1,UEFA,32,FW,77,73,75,75,73,50,81
Florian Wirtz,22,Germany,Attacking_Midfielder,Liverpool FC,PremierLeague,UEFA,2275,MF,88,81,78,87,89,50,67
Flynn Downes,26,England,Defensive_Midfielder,Southampton FC,Championship,UEFA,211,MF,75,64,53,71,73,71,75
Folarin Balogun,24,United States,Striker,AS Monaco,Ligue1,CONCACAF,292,FW,77,84,77,62,77,23,69
Fotis Ioannidis,25,Greece,Striker,Panathinaikos FC,SuperLeague1,UEFA,244,FW,77,75,76,60,76,25,74
Fran Beltran,26,Spain,Central_Midfielder,Celta de Vigo,LaLiga,UEFA,130,MF,78,58,56,77,75,76,66
Francesco Acerbi,37,Italy,Centre_Back,Inter Milan,Serie_A,UEFA,49,DF,84,60,50,64,65,86,80
Francisco Alvarez,25,Argentina,Centre_Back,AA Argentinos Juniors,Liga_Profesional,CONMEBOL,65,DF,72,64,31,46,57,73,74
Francisco Moura,25,Portugal,Left_Back,FC Porto,Liga_Portugal,UEFA,244,DF,74,76,55,72,74,70,70
Francisco Ortega,26,Argentina,Left_Back,Olympiacos Piraeus,SuperLeague1,CONMEBOL,98,DF,75,86,58,72,78,67,78
Francis de Vries,30,New Zealand,Left_Back,Auckland FC,A_League,OFC,10,DF,64,64,48,62,61,59,73
Franco Armani,38,Argentina,Goalkeeper,CA River Plate,Liga_Profesional,CONMEBOL,11,GK,77,74,76,68,80,46,79
Franco Ibarra,24,Argentina,Defensive_Midfielder,CA Rosario Central,Liga_Profesional,CONMEBOL,57,MF,64,67,45,55,59,65,64
Franco Israel,25,Uruguay,Goalkeeper,Sporting CP,Liga_Portugal,CONMEBOL,81,GK,75,79,72,71,81,31,76
Franco Petroli,27,Argentina,Goalkeeper,CD Godoy Cruz Antonio Tomba,Liga_Profesional,CONMEBOL,52,GK,73,71,72,70,74,46,73
Franco Vazquez,36,Argentina,Attacking_Midfielder,US Cremonese,Serie_A,CONMEBOL,12,MF,75,42,77,77,77,56,77
Franculino,21,Guinea-Bissau,Striker,FC Midtjylland,Danish_Superligaen,CAF,211,FW,70,77,68,62,70,36,68
Fran Garcia,25,Spain,Left_Back,Real Madrid,LaLiga,UEFA,292,DF,78,89,49,69,77,71,69
Frank Acheampong,31,Ghana,Left_Winger,Henan FC,Chinese_SuperLeague,CAF,11,FW,72,91,72,67,78,44,77
Frankie Kent,29,England,Centre_Back,Heart of Midlothian FC,Scottish_Premiership,UEFA,13,DF,72,62,30,52,59,72,79
Frank Magri,25,Cameroon,Striker,FC Toulouse,Ligue1,CAF,49,FW,72,77,72,59,73,21,63
Franko Andrijasevic,34,Croatia,Attacking_Midfielder,Zhejiang FC,Chinese_SuperLeague,UEFA,6,MF,71,70,71,67,69,56,80
Frank Onyeka,27,Nigeria,Central_Midfielder,Brentford FC,PremierLeague,CAF,114,MF,72,77,63,66,73,72,76
Fran Navarro,27,Spain,Striker,SC Braga,Liga_Portugal,UEFA,98,FW,76,75,77,57,73,41,76
Frans Kratzig,22,Germany,Left_Back,Red Bull Salzburg,Austria_Bundesliga,UEFA,57,DF,66,66,45,61,71,62,53
Fran Vieites,26,Spain,Goalkeeper,Real Betis Balompié,LaLiga,UEFA,32,GK,69,72,63,73,68,34,66
Fraser Forster,37,England,Goalkeeper,Tottenham Hotspur,PremierLeague,UEFA,16,GK,73,72,71,67,75,28,74
Fred,32,Brazil,Central_Midfielder,Fenerbahce,SuperLig,CONMEBOL,162,MF,81,75,71,79,82,75,78
Freddie Woodman,28,England,Goalkeeper,Liverpool FC,PremierLeague,UEFA,57,GK,71,73,69,62,73,47,69
Frederik Alves,25,Denmark,Centre_Back,Bröndby IF,Danish_Superligaen,UEFA,41,DF,67,49,31,44,51,67,73
Frederik Ronnow,32,Denmark,Goalkeeper,1.FC Union Berlin,Bundesliga,UEFA,49,GK,79,79,79,69,81,47,78
Fredrik Jensen,27,Finland,Attacking_Midfielder,Aris Thessaloniki,SuperLeague1,UEFA,57,MF,74,68,69,71,74,55,73
Fredrik Sjovold,21,Norway,Right_Back,FK Bodø/Glimt,Eliteserien,UEFA,114,DF,65,67,50,61,66,59,60
Frenkie de Jong,28,Netherlands,Central_Midfielder,FC Barcelona,LaLiga,UEFA,731,MF,87,82,69,86,87,77,78
Gabriel Arias,37,Chile,Goalkeeper,Racing Club,Liga_Profesional,CONMEBOL,11,GK,76,76,72,72,76,45,75
Gabriel Avalos,34,Paraguay,Striker,CA Independiente,Liga_Profesional,CONMEBOL,16,FW,74,67,74,61,73,46,82
Gabriel Batista,27,Brazil,Goalkeeper,CD Santa Clara,Liga_Portugal,CONMEBOL,65,GK,70,69,67,78,71,36,70
Gabriel Cleur,27,Australia,Right_Back,Western Sydney Wanderers,A_League,AFC,7,DF,62,61,40,52,57,59,66
Gabriel Gudmundsson,26,Sweden,Left_Back,Leeds United,PremierLeague,UEFA,114,DF,74,85,64,69,72,67,72
Gabriel Jesus,28,Brazil,Striker,Arsenal FC,PremierLeague,CONMEBOL,520,FW,82,83,80,75,88,39,77
Gabriel Martinelli,24,Brazil,Left_Winger,Arsenal FC,PremierLeague,CONMEBOL,894,FW,83,89,78,75,85,46,72
Gabriel Moscardo,19,Brazil,Defensive_Midfielder,SC Braga,Liga_Portugal,CONMEBOL,130,MF,73,70,52,62,70,71,78
Gabriel Osho,26,Nigeria,Centre_Back,AJ Auxerre,Ligue1,CAF,49,DF,72,70,30,54,63,72,74
Gabriel Paulista,34,Brazil,Centre_Back,Besiktas JK,SuperLig,CONMEBOL,16,DF,77,63,49,66,62,78,76
Gabriel Pec,24,Brazil,Right_Winger,Los Angeles Galaxy,MLS,CONMEBOL,162,FW,74,85,69,65,77,34,70
Gabriel Rojas,28,Argentina,Left_Back,Racing Club,Liga_Profesional,CONMEBOL,49,DF,73,83,60,69,73,66,71
Gabriel Sara,26,Brazil,Central_Midfielder,Galatasaray,SuperLig,CONMEBOL,358,MF,76,74,74,77,76,59,80
Gabriel Sigua,20,Georgia,Central_Midfielder,FC Basel 1893,Swiss_SuperLeague,UEFA,32,MF,59,67,57,51,59,52,69
Gabriel Sloane-Rodrigues,18,New Zealand,Right_Winger,Wellington Phoenix,A_League,OFC,2,FW,53,74,52,42,56,21,45
Gabriel Slonina,21,United States,Goalkeeper,Chelsea FC,PremierLeague,CONCACAF,57,GK,68,70,65,63,70,45,65
Gabriel Strefezza,28,Brazil,Right_Winger,Como 1907,Serie_A,CONMEBOL,98,FW,76,87,66,73,77,31,49
Gabri Veiga,23,Spain,Attacking_Midfielder,FC Porto,Liga_Portugal,UEFA,292,MF,78,74,77,72,78,60,64
Gaius Makouta,28,Congo,Central_Midfielder,Alanyaspor,SuperLig,CAF,34,MF,72,67,66,68,73,67,81
Gaston Alvarez,25,Uruguay,Centre_Back,Al-Qadsiah FC,Saudi_ProLeague,CONMEBOL,146,DF,75,75,27,59,65,76,75
Gaston Gimenez,34,Paraguay,Defensive_Midfielder,Club Cerro Porteño,Other_leagues,CONMEBOL,8,MF,70,61,59,67,70,65,80
Gaston Hernandez,27,Argentina,Centre_Back,CA San Lorenzo de Almagro,Liga_Profesional,CONMEBOL,57,DF,75,67,37,52,59,76,72
Gaston Lodico,27,Argentina,Central_Midfielder,Instituto ACC,Liga_Profesional,CONMEBOL,62,MF,74,80,58,72,79,56,58
Gaston Martirena,25,Uruguay,Right_Back,Racing Club,Liga_Profesional,CONMEBOL,98,DF,71,82,64,67,68,65,60
Gaston Suso,34,Argentina,Centre_Back,Club de Gimnasia y Esgrima La Plata,Liga_Profesional,CONMEBOL,6,DF,71,49,41,52,51,72,75
Gautier Larsonneur,28,France,Goalkeeper,AS Saint-Étienne,Ligue2,UEFA,49,GK,74,72,72,72,75,52,73
Gavi,20,Spain,Central_Midfielder,FC Barcelona,LaLiga,UEFA,975,MF,83,76,66,78,85,68,70
Gavin Bazunu,23,Ireland,Goalkeeper,Southampton FC,Championship,UEFA,146,GK,73,74,72,74,76,47,69
Gedson Fernandes,26,Portugal,Central_Midfielder,Besiktas JK,SuperLig,UEFA,292,MF,77,80,73,74,80,75,81
Geoffrey Kondogbia,32,Central African Republic,Defensive_Midfielder,Olympique Marseille,Ligue1,CAF,114,MF,79,67,71,75,75,80,88
George Campbell,24,United States,Centre_Back,West Bromwich Albion,Championship,CONCACAF,20,DF,66,71,33,43,58,63,75
Georges Mikautadze,24,Georgia,Striker,Olympique Lyon,Ligue1,UEFA,358,FW,77,81,78,72,80,40,71
Georginio Wijnaldum,34,Netherlands,Central_Midfielder,Al-Ettifaq FC,Saudi_ProLeague,UEFA,49,MF,78,68,72,76,80,76,75
Georgios Vagiannidis,23,Greece,Right_Back,Panathinaikos FC,SuperLeague1,UEFA,130,DF,71,79,47,64,67,65,66
Georgiy Bushchan,31,Ukraine,Goalkeeper,Al-Shabab FC,Saudi_ProLeague,UEFA,81,GK,76,77,68,81,79,30,75
Geovany Quenda,18,Portugal,Right_Winger,Sporting CP,Liga_Portugal,UEFA,731,FW,67,77,62,61,72,21,52
Gerasimos Mitoglou,25,Greece,Centre_Back,AEK Athens,SuperLeague1,UEFA,16,DF,70,63,31,51,46,68,82
German Onugkha,29,Russia,Striker,FC Copenhagen,Danish_Superligaen,UEFA,29,FW,70,67,70,54,67,24,79
German Pezzella,34,Argentina,Centre_Back,CA River Plate,Liga_Profesional,CONMEBOL,29,DF,77,54,49,52,57,79,75
Geronimo Rulli,33,Argentina,Goalkeeper,Olympique Marseille,Ligue1,CONMEBOL,130,GK,79,78,76,80,81,54,79
Gerso,34,Guinea-Bissau,Left_Winger,Incheon United,K_League2,CAF,10,FW,72,90,65,62,75,41,64
Giacomo Bonaventura,35,Italy,Attacking_Midfielder,Al-Shabab FC,Saudi_ProLeague,UEFA,32,MF,79,65,78,80,80,70,64
Gianluca Busio,23,United States,Central_Midfielder,Venezia FC,Serie_B,CONCACAF,98,MF,73,73,64,72,76,63,65
Gianluca Lapadula,35,Peru,Striker,Spezia Calcio,Serie_B,CONMEBOL,12,FW,73,68,73,61,72,39,71
Gianluca Mancini,29,Italy,Centre_Back,AS Roma,Serie_A,UEFA,244,DF,82,71,45,56,64,83,85
Gianluca Scamacca,26,Italy,Striker,Atalanta BC,Serie_A,UEFA,390,FW,79,65,81,67,74,36,74
Gianluigi Donnarumma,26,Italy,Goalkeeper,Paris Saint-Germain,Ligue1,UEFA,650,GK,89,90,84,73,90,52,87
Giannis Konstantelias,22,Greece,Attacking_Midfielder,PAOK Thessaloniki,SuperLeague1,UEFA,276,MF,75,77,65,74,79,38,56
Giannis Michailidis,25,Greece,Centre_Back,PAOK Thessaloniki,SuperLeague1,UEFA,29,DF,72,67,51,63,62,72,70
Gianni Stensness,26,Australia,Centre_Back,Viking FK,Eliteserien,AFC,15,DF,67,53,41,55,58,65,79
Gideon Mensah,27,Ghana,Left_Back,AJ Auxerre,Ligue1,CAF,65,DF,70,76,56,63,70,64,67
Gift Orban,23,Nigeria,Striker,TSG 1899 Hoffenheim,Bundesliga,CAF,162,FW,74,77,79,62,73,18,62
Giorgi Chakvetadze,25,Georgia,Attacking_Midfielder,Watford FC,Championship,UEFA,73,MF,69,71,66,69,71,34,50
Giorgi Kochorashvili,26,Georgia,Defensive_Midfielder,Sporting CP,Liga_Portugal,UEFA,81,MF,68,69,68,68,69,67,65
Giorgi Mamardashvili,24,Georgia,Goalkeeper,Liverpool FC,PremierLeague,UEFA,488,GK,85,86,83,72,85,48,85
Giorgio Scalvini,21,Italy,Centre_Back,Atalanta BC,Serie_A,UEFA,569,DF,78,55,35,57,61,80,73
Giovani Lo Celso,29,Argentina,Attacking_Midfielder,Real Betis Balompié,LaLiga,CONMEBOL,244,MF,80,69,74,81,83,68,71
Giovanni Di Lorenzo,31,Italy,Right_Back,SSC Napoli,Serie_A,UEFA,195,DF,82,83,67,73,76,79,80
Giovanni Fabbian,22,Italy,Attacking_Midfielder,Bologna FC 1909,Serie_A,UEFA,195,MF,75,67,72,72,75,68,63
Giovanni Leoni,18,Italy,Centre_Back,Parma Calcio 1913,Serie_A,UEFA,292,DF,65,55,27,41,47,66,64
Giovanni Reyna,22,United States,Attacking_Midfielder,Borussia Dortmund,Bundesliga,CONCACAF,114,MF,75,77,72,71,79,37,67
Giovanni Simeone,30,Argentina,Striker,SSC Napoli,Serie_A,CONMEBOL,81,FW,77,71,79,63,73,41,74
Giulian Biancone,25,France,Centre_Back,Olympiacos Piraeus,SuperLeague1,UEFA,41,DF,70,64,45,62,65,69,72
Giuliano Simeone,22,Argentina,Right_Winger,Atlético de Madrid,LaLiga,CONMEBOL,569,FW,72,82,69,58,70,26,79
Gjivai Zechiel,21,Netherlands,Defensive_Midfielder,FC Utrecht,Eredivisie,UEFA,65,MF,64,75,47,61,70,64,52
Goncalo Guedes,28,Portugal,Left_Winger,Wolverhampton Wanderers,PremierLeague,UEFA,179,FW,77,83,79,71,81,37,68
Goncalo Inacio,23,Portugal,Centre_Back,Sporting CP,Liga_Portugal,UEFA,731,DF,80,80,37,64,71,81,79
Goncalo Ramos,24,Portugal,Striker,Paris Saint-Germain,Ligue1,UEFA,650,FW,79,76,77,64,77,47,81
Gonzalo Montiel,28,Argentina,Right_Back,CA River Plate,Liga_Profesional,CONMEBOL,81,DF,76,80,62,69,74,72,74
Gora Diouf,21,Senegal,Centre_Back,KV Mechelen,Jupiler_ProLeague,CAF,65,DF,55,61,27,41,52,53,61
Granit Xhaka,32,Switzerland,Defensive_Midfielder,Bayer 04 Leverkusen,Bundesliga,UEFA,195,MF,86,50,75,85,74,79,82
Gregor Kobel,27,Switzerland,Goalkeeper,Borussia Dortmund,Bundesliga,UEFA,650,GK,88,87,86,73,89,44,87
Gregory Wuthrich,30,Switzerland,Centre_Back,BSC Young Boys,Swiss_SuperLeague,UEFA,57,DF,73,47,35,51,54,72,82
Greg Taylor,27,Scotland,Left_Back,PAOK Thessaloniki,SuperLeague1,UEFA,98,DF,74,72,55,73,73,71,73
Griffin Dorsey,26,United States,Right_Back,Houston Dynamo FC,MLS,CONCACAF,16,DF,64,76,55,61,66,57,67
Guela Doue,22,Cote d'Ivoire,Right_Back,RC Strasbourg Alsace,Ligue1,CAF,292,DF,72,71,40,63,70,72,71
Guglielmo Vicario,28,Italy,Goalkeeper,Tottenham Hotspur,PremierLeague,UEFA,520,GK,84,84,80,79,87,52,84
Guido Herrera,33,Argentina,Goalkeeper,CA Talleres,Liga_Profesional,CONMEBOL,32,GK,76,76,74,72,76,59,75
Guido Rodriguez,31,Argentina,Defensive_Midfielder,West Ham United,PremierLeague,CONMEBOL,162,MF,83,51,58,72,70,85,80
Guido Villar,27,Argentina,Goalkeeper,Independiente del Valle,Other_leagues,CONMEBOL,16,GK,68,68,65,65,69,18,66
Guillaume Restes,20,France,Goalkeeper,FC Toulouse,Ligue1,UEFA,325,GK,78,78,74,80,80,40,77
Gunay Guvenc,34,Turkey,Goalkeeper,Galatasaray,SuperLig,UEFA,8,GK,73,72,71,71,75,55,70
Gustaf Nilsson,28,Sweden,Striker,Club Brugge KV,Jupiler_ProLeague,UEFA,81,FW,73,70,75,57,62,32,76
Gustav Isaksen,24,Denmark,Right_Winger,SS Lazio,Serie_A,UEFA,325,FW,76,88,72,67,78,40,49
Gustavo,31,Brazil,Striker,Shanghai Port,Chinese_SuperLeague,CONMEBOL,16,FW,73,75,73,51,66,24,80
Gustavo Hamer,28,Netherlands,Side_Midfielder,Sheffield United,Championship,UEFA,260,MF,76,69,70,77,74,73,77
Gustavo Sa,20,Portugal,Attacking_Midfielder,FC Famalicão,Liga_Portugal,UEFA,260,MF,72,74,68,72,73,70,68
Gustavo Velazquez,34,Paraguay,Centre_Back,Club Cerro Porteño,Other_leagues,CONMEBOL,13,DF,73,74,31,47,55,72,78
Guus Til,27,Netherlands,Attacking_Midfielder,PSV Eindhoven,Eredivisie,UEFA,195,MF,75,81,73,71,73,64,74
Gvidas Gineitis,21,Lithuania,Central_Midfielder,Torino FC,Serie_A,UEFA,98,MF,65,57,58,66,66,52,64
Habib Diallo,30,Senegal,Striker,Al-Shabab FC,Saudi_ProLeague,CAF,106,FW,74,70,74,59,71,22,74
Habib Diarra,21,Senegal,Central_Midfielder,Sunderland AFC,PremierLeague,CAF,325,MF,73,68,63,69,73,69,70
Haji Wright,27,United States,Striker,Coventry City,Championship,CONCACAF,130,FW,73,82,73,57,69,33,78
Hakan Calhanoglu,31,Turkey,Defensive_Midfielder,Inter Milan,Serie_A,UEFA,488,MF,86,71,80,87,85,79,76
Hakon Arnar Haraldsson,22,Iceland,Attacking_Midfielder,LOSC Lille,Ligue1,UEFA,292,MF,74,76,64,71,77,57,68
Hamari Traore,33,Mali,Right_Back,Real Sociedad,LaLiga,CAF,32,DF,80,82,57,72,76,75,78
Han Kook Young,35,"Korea, South",Defensive_Midfielder,Jeonbuk Hyundai Motors,K_League1,AFC,8,MF,70,58,53,67,65,65,74
Hannibal,22,Tunisia,Attacking_Midfielder,Burnley FC,PremierLeague,CAF,195,MF,69,73,60,70,70,64,75
Hans Nicolussi Caviglia,25,Italy,Central_Midfielder,Venezia FC,Serie_B,UEFA,138,MF,66,63,53,67,67,53,49
Hans Vanaken,32,Belgium,Attacking_Midfielder,Club Brugge KV,Jupiler_ProLeague,UEFA,114,MF,80,45,79,83,77,60,76
Hany Mukhtar,30,Germany,Attacking_Midfielder,Nashville SC,MLS,UEFA,98,MF,79,82,75,77,80,44,64
Harold Moukoudi,27,Cameroon,Centre_Back,AEK Athens,SuperLeague1,CAF,65,DF,76,49,35,52,54,76,86
Harrison Burrows,23,England,Left_Back,Sheffield United,Championship,UEFA,195,DF,70,77,63,68,69,63,66
Harry Amass,18,England,Left_Back,Manchester United,PremierLeague,UEFA,81,DF,60,73,29,46,61,55,58
Harry Clarke,24,England,Right_Back,Ipswich Town,Championship,UEFA,73,DF,69,79,57,60,65,65,79
