name,field,position,age,nation,confederation,club,league,value_billion_krw,Identifier
Gabriel Barbosa,FW,Striker,28,Brazil,CONMEBOL,Cruzeiro Esporte Clube,Brasileiro_SerieA,97.5,gabrielbarbosa_BRA
Auston Trusty,DF,Centre_Back,26,United States,CONCACAF,Celtic FC,Scottish_Premiership,97.5,austontrusty_UNI
Aleksandr Silyanov,DF,Right_Back,24,Russia,UEFA,Lokomotiv Moscow,Russian_PremierLiga,97.5,aleksandrsilyanov_RUS
Ramon Juarez,DF,Centre_Back,24,Mexico,CONCACAF,CF América,Liga_MX,97.5,ramonjuarez_MEX
Yorbe Vertessen,FW,Striker,24,Belgium,UEFA,Red Bull Salzburg,Austria_Bundesliga,97.5,yorbevertessen_BEL
German Berterame,FW,Striker,26,Mexico,CONCACAF,CF Monterrey,Liga_MX,97.5,germanberterame_MEX
Alonso Martinez,FW,Striker,26,Costa Rica,CONCACAF,New York City FC,MLS,97.5,alonsomartinez_COS
Obed Vargas,MF,Central_Midfielder,19,Mexico,CONCACAF,Seattle Sounders FC,MLS,97.5,obedvargas_MEX
Gianluca Busio,MF,Central_Midfielder,23,United States,CONCACAF,Venezia FC,Serie_B,97.5,gianlucabusio_UNI
Taylan Bulut,DF,Right_Back,19,Germany,UEFA,FC Schalke 04,Bundesliga_2,97.5,taylanbulut_GER
Gvidas Gineitis,MF,Central_Midfielder,21,Lithuania,UEFA,Torino FC,Serie_A,97.5,gvidasgineitis_LIT
Marcelino Nunez,MF,Central_Midfielder,25,Chile,CONMEBOL,Norwich City,Championship,97.5,marcelinonunez_CHI
Bruno Gomes,DF,Right_Back,24,Brazil,CONMEBOL,Sport Club Internacional,Brasileiro_SerieA,97.5,brunogomes_BRA
Gabriel Pereira,FW,Right_Winger,23,Brazil,CONMEBOL,Al-Rayyan SC,QSL,97.5,gabrielpereira_BRA
Adam Buksa,FW,Striker,29,Poland,UEFA,FC Midtjylland,Danish_Superligaen,97.5,adambuksa_POL
Noahkai Banks,DF,Centre_Back,18,United States,CONCACAF,FC Augsburg,Bundesliga,97.5,noahkaibanks_UNI
Cesar Huerta,FW,Left_Winger,24,Mexico,CONCACAF,RSC Anderlecht,Jupiler_ProLeague,97.5,cesarhuerta_MEX
Alex Valle,DF,Left_Back,21,Spain,UEFA,Como 1907,Serie_A,97.5,alexvalle_SPA
Rodrigo Huescas,DF,Right_Back,21,Mexico,CONCACAF,FC Copenhagen,Danish_Superligaen,97.5,rodrigohuescas_MEX
Mark McKenzie,DF,Centre_Back,26,United States,CONCACAF,FC Toulouse,Ligue1,97.5,markmckenzie_UNI
Srdjan Babic,DF,Centre_Back,29,Serbia,UEFA,Spartak Moscow,Russian_PremierLiga,97.5,srdjanbabic_SER
Lucas Ocampos,FW,Left_Winger,31,Argentina,CONMEBOL,CF Monterrey,Liga_MX,97.5,lucasocampos_ARG
Romeo Vermant,FW,Striker,21,Belgium,UEFA,Club Brugge KV,Jupiler_ProLeague,97.5,romeovermant_BEL
Matias Arezo,FW,Striker,22,Uruguay,CONMEBOL,CA Peñarol,Other_leagues,97.5,matiasarezo_URU
Nicolas Tagliafico,DF,Left_Back,32,Argentina,CONMEBOL,Without Club,Without_Club,97.5,nicolastagliafico_ARG
Justin Devenny,MF,Central_Midfielder,21,Northern Ireland,UEFA,Crystal Palace,PremierLeague,97.5,justindevenny_NOR
Aaron Zehnter,MF,Side_Midfielder,20,Germany,UEFA,VfL Wolfsburg,Bundesliga,97.5,aaronzehnter_GER
Miguel Monsalve,MF,Attacking_Midfielder,21,Colombia,CONMEBOL,Grêmio Foot-Ball Porto Alegrense,Brasileiro_SerieA,97.5,miguelmonsalve_COL
Oumar Diakite,FW,Striker,21,Cote d'Ivoire,CAF,Stade Reims,Ligue2,97.5,oumardiakite_COT
Francisco Ortega,DF,Left_Back,26,Argentina,CONMEBOL,Olympiacos Piraeus,SuperLeague1,97.5,franciscoortega_ARG
Jhohan Romana,DF,Centre_Back,26,Colombia,CONMEBOL,CA San Lorenzo de Almagro,Liga_Profesional,97.5,jhohanromana_COL
Gaston Martirena,DF,Right_Back,25,Uruguay,CONMEBOL,Racing Club,Liga_Profesional,97.5,gastonmartirena_URU
David Da Costa,MF,Attacking_Midfielder,24,Portugal,UEFA,Portland Timbers,MLS,97.5,daviddacosta_POR
Ryan Gauld,MF,Attacking_Midfielder,29,Scotland,UEFA,Vancouver Whitecaps FC,MLS,97.5,ryangauld_SCO
Riquelme,FW,Right_Winger,18,Brazil,CONMEBOL,Fluminense Football Club,Brasileiro_SerieA,97.5,riquelme_BRA
Matteo Prati,MF,Defensive_Midfielder,21,Italy,UEFA,Cagliari Calcio,Serie_A,97.5,matteoprati_ITA
Samuel Edozie,FW,Left_Winger,22,England,UEFA,Southampton FC,Championship,97.5,samueledozie_ENG
Petar Musa,FW,Striker,27,Croatia,UEFA,FC Dallas,MLS,97.5,petarmusa_CRO
Youri Regeer,MF,Central_Midfielder,21,Netherlands,UEFA,Ajax Amsterdam,Eredivisie,97.5,youriregeer_NET
David Moses,MF,Central_Midfielder,21,Nigeria,CAF,SK Slavia Prague,Chance_Liga,97.5,davidmoses_NIG
Kacper Urbanski,MF,Central_Midfielder,20,Poland,UEFA,Bologna FC 1909,Serie_A,97.5,kacperurbanski_POL
Monchu,MF,Central_Midfielder,25,Spain,UEFA,Aris Thessaloniki,SuperLeague1,97.5,monchu_SPA
Gabriel Strefezza,FW,Right_Winger,28,Brazil,CONMEBOL,Como 1907,Serie_A,97.5,gabrielstrefezza_BRA
Matheus Henrique,MF,Central_Midfielder,27,Brazil,CONMEBOL,Cruzeiro Esporte Clube,Brasileiro_SerieA,97.5,matheushenrique_BRA
Luke Thomas,DF,Left_Back,24,England,UEFA,Leicester City,Championship,97.5,lukethomas_ENG
Ellis Simms,FW,Striker,24,England,UEFA,Coventry City,Championship,97.5,ellissimms_ENG
Sam Johnstone,GK,Goalkeeper,32,England,UEFA,Wolverhampton Wanderers,PremierLeague,97.5,samjohnstone_ENG
Harry Souttar,DF,Centre_Back,26,Australia,AFC,Leicester City,Championship,97.5,harrysouttar_AUS
Michael,FW,Left_Winger,29,Brazil,CONMEBOL,CR Flamengo,Brasileiro_SerieA,97.5,michael_BRA
Benjamin Garre,FW,Right_Winger,25,Argentina,CONMEBOL,Clube de Regatas Vasco da Gama,Brasileiro_SerieA,97.5,benjamingarre_ARG
Daniel Gazdag,MF,Attacking_Midfielder,29,Hungary,UEFA,Columbus Crew,MLS,97.5,danielgazdag_HUN
Joao Simoes,MF,Central_Midfielder,18,Portugal,UEFA,Sporting CP,Liga_Portugal,97.5,joaosimoes_POR
Umut Tohumcu,MF,Central_Midfielder,20,Germany,UEFA,TSG 1899 Hoffenheim,Bundesliga,97.5,umuttohumcu_GER
Jens Castrop,MF,Central_Midfielder,21,Germany,UEFA,Borussia Mönchengladbach,Bundesliga,97.5,jenscastrop_GER
Lamare Bogarde,MF,Defensive_Midfielder,21,Netherlands,UEFA,Aston Villa,PremierLeague,97.5,lamarebogarde_NET
Carlos Alvarez,FW,Right_Winger,21,Spain,UEFA,Levante UD,LaLiga,97.5,carlosalvarez_SPA
Vanja Vlahovic,FW,Striker,21,Serbia,UEFA,Spezia Calcio,Serie_B,97.5,vanjavlahovic_SER
Danylo Sikan,FW,Striker,24,Ukraine,UEFA,Trabzonspor,SuperLig,97.5,danylosikan_UKR
Sergio Canales,MF,Attacking_Midfielder,34,Spain,UEFA,CF Monterrey,Liga_MX,97.5,sergiocanales_SPA
Thomas Muller,FW,Striker,35,Germany,UEFA,Bayern Munich,Bundesliga,97.5,thomasmuller_GER
Mert Muldur,DF,Right_Back,26,Turkey,UEFA,Fenerbahce,SuperLig,97.5,mertmuldur_TUR
Tomas Pochettino,MF,Attacking_Midfielder,29,Argentina,CONMEBOL,Fortaleza Esporte Clube,Brasileiro_SerieA,97.5,tomaspochettino_ARG
Alexandre Lacazette,FW,Striker,34,France,UEFA,NEOM SC,Saudi_ProLeague,97.5,alexandrelacazette_FRA
Mihajlo Cvetkovic,FW,Striker,18,Serbia,UEFA,RSC Anderlecht,Jupiler_ProLeague,97.5,mihajlocvetkovic_SER
Nicolas Valentini,DF,Centre_Back,24,Argentina,CONMEBOL,Hellas Verona,Serie_A,97.5,nicolasvalentini_ARG
Luciano Acosta,MF,Attacking_Midfielder,31,Argentina,CONMEBOL,FC Dallas,MLS,97.5,lucianoacosta_ARG
Yeferson Soteldo,FW,Left_Winger,28,Venezuela,CONMEBOL,Fluminense Football Club,Brasileiro_SerieA,97.5,yefersonsoteldo_VEN
Martin Ojeda,FW,Left_Winger,26,Argentina,CONMEBOL,Orlando City SC,MLS,97.5,martinojeda_ARG
Sebastian Driussi,FW,Striker,29,Argentina,CONMEBOL,CA River Plate,Liga_Profesional,97.5,sebastiandriussi_ARG
Augusto Batalla,GK,Goalkeeper,29,Argentina,CONMEBOL,Rayo Vallecano,LaLiga,97.5,augustobatalla_ARG
Vitor Carvalho,MF,Defensive_Midfielder,28,Brazil,CONMEBOL,SC Braga,Liga_Portugal,97.5,vitorcarvalho_BRA
Matheuzinho,DF,Right_Back,24,Brazil,CONMEBOL,Sport Club Corinthians Paulista,Brasileiro_SerieA,97.5,matheuzinho_BRA
Tomas Aviles,DF,Centre_Back,21,Argentina,CONMEBOL,Inter Miami CF,MLS,97.5,tomasaviles_ARG
Willyan Rocha,DF,Centre_Back,30,Brazil,CONMEBOL,CSKA Moscow,Russian_PremierLiga,97.5,willyanrocha_BRA
Facundo Colidio,FW,Striker,25,Argentina,CONMEBOL,CA River Plate,Liga_Profesional,97.5,facundocolidio_ARG
Tomas Cuello,FW,Left_Winger,25,Argentina,CONMEBOL,Clube Atlético Mineiro,Brasileiro_SerieA,97.5,tomascuello_ARG
Marquinhos,FW,Left_Winger,25,Brazil,CONMEBOL,Spartak Moscow,Russian_PremierLiga,97.5,marquinhos_BRA
Marlon Freitas,MF,Defensive_Midfielder,30,Brazil,CONMEBOL,Botafogo de Futebol e Regatas,Brasileiro_SerieA,97.5,marlonfreitas_BRA
Gabriel Brazao,GK,Goalkeeper,24,Brazil,CONMEBOL,Santos FC,Brasileiro_SerieA,97.5,gabrielbrazao_BRA
Matheus Reis,DF,Left_Back,30,Brazil,CONMEBOL,Sporting CP,Liga_Portugal,97.5,matheusreis_BRA
Lyanco,DF,Centre_Back,28,Brazil,CONMEBOL,Clube Atlético Mineiro,Brasileiro_SerieA,97.5,lyanco_BRA
Rubens,MF,Central_Midfielder,24,Brazil,CONMEBOL,Clube Atlético Mineiro,Brasileiro_SerieA,97.5,rubens_BRA
Douglas Augusto,MF,Central_Midfielder,28,Brazil,CONMEBOL,FC Krasnodar,Russian_PremierLiga,97.5,douglasaugusto_BRA
Mateo Pellegrino,FW,Striker,23,Argentina,CONMEBOL,Parma Calcio 1913,Serie_A,97.5,mateopellegrino_ARG
Joaquim,DF,Centre_Back,26,Brazil,CONMEBOL,Tigres UANL,Liga_MX,97.5,joaquim_BRA
Erick Pulga,FW,Left_Winger,24,Brazil,CONMEBOL,Esporte Clube Bahia,Brasileiro_SerieA,97.5,erickpulga_BRA
Nelson Deossa,MF,Central_Midfielder,25,Colombia,CONMEBOL,CF Monterrey,Liga_MX,97.5,nelsondeossa_COL
Alan Lescano,MF,Attacking_Midfielder,23,Argentina,CONMEBOL,AA Argentinos Juniors,Liga_Profesional,97.5,alanlescano_ARG
Conor Chaplin,FW,Striker,28,England,UEFA,Ipswich Town,Championship,97.5,conorchaplin_ENG
Gabriel Pereira,DF,Centre_Back,25,Brazil,CONMEBOL,FC Copenhagen,Danish_Superligaen,97.5,gabrielpereira_BRA
Adamo Nagalo,DF,Centre_Back,22,Burkina Faso,CAF,PSV Eindhoven,Eredivisie,97.5,adamonagalo_BUR
Bart van Rooij,DF,Right_Back,24,Netherlands,UEFA,Twente Enschede FC,Eredivisie,97.5,bartvanrooij_NET
Oliver Antman,FW,Right_Winger,23,Finland,UEFA,Go Ahead Eagles,Eredivisie,97.5,oliverantman_FIN
Cristian Olivera,FW,Right_Winger,23,Uruguay,CONMEBOL,Grêmio Foot-Ball Porto Alegrense,Brasileiro_SerieA,97.5,cristianolivera_URU
Jaminton Campaz,FW,Left_Winger,25,Colombia,CONMEBOL,CA Rosario Central,Liga_Profesional,97.5,jamintoncampaz_COL
Zaydou Youssouf,MF,Central_Midfielder,26,Comoros,CAF,Al-Fateh SC,Saudi_ProLeague,97.5,zaydouyoussouf_COM
Ryan Francisco,FW,Striker,18,Brazil,CONMEBOL,São Paulo Futebol Clube,Brasileiro_SerieA,97.5,ryanfrancisco_BRA
Paul Onuachu,FW,Striker,31,Nigeria,CAF,Trabzonspor,SuperLig,97.5,paulonuachu_NIG
Mousa Tamari,FW,Right_Winger,28,Jordan,AFC,Stade Rennais FC,Ligue1,97.5,mousatamari_JOR
Junya Ito,FW,Right_Winger,32,Japan,AFC,Stade Reims,Ligue2,97.5,junyaito_JAP
Santiago Ramos Mingo,DF,Centre_Back,23,Argentina,CONMEBOL,Esporte Clube Bahia,Brasileiro_SerieA,97.5,santiagoramosmingo_ARG
Isidro Pitta,FW,Striker,25,Paraguay,CONMEBOL,Red Bull Bragantino,Brasileiro_SerieA,97.5,isidropitta_PAR
Kayky,FW,Right_Winger,22,Brazil,CONMEBOL,Esporte Clube Bahia,Brasileiro_SerieA,97.5,kayky_BRA
Marino Hinestroza,FW,Right_Winger,23,Colombia,CONMEBOL,Atlético Nacional,Liga_Dimayor,97.5,marinohinestroza_COL
Alexander Aravena,FW,Left_Winger,22,Chile,CONMEBOL,Grêmio Foot-Ball Porto Alegrense,Brasileiro_SerieA,97.5,alexanderaravena_CHI
Kristoffer Velde,FW,Left_Winger,25,Norway,UEFA,Olympiacos Piraeus,SuperLeague1,97.5,kristoffervelde_NOR
Victor Gomez,DF,Right_Back,25,Spain,UEFA,SC Braga,Liga_Portugal,97.5,victorgomez_SPA
Jeremiah St. Juste,DF,Centre_Back,28,Netherlands,UEFA,Sporting CP,Liga_Portugal,97.5,jeremiahst.juste_NET
Fran Navarro,FW,Striker,27,Spain,UEFA,SC Braga,Liga_Portugal,97.5,frannavarro_SPA
Charles Vanhoutte,MF,Defensive_Midfielder,26,Belgium,UEFA,Union Saint-Gilloise,Jupiler_ProLeague,97.5,charlesvanhoutte_BEL
Will Smallbone,MF,Central_Midfielder,25,Ireland,UEFA,Southampton FC,Championship,97.5,willsmallbone_IRE
Casper Tengstedt,FW,Striker,25,Denmark,UEFA,Feyenoord Rotterdam,Eredivisie,97.5,caspertengstedt_DEN
Bright Arrey-Mbi,DF,Centre_Back,22,Germany,UEFA,SC Braga,Liga_Portugal,97.5,brightarrey-mbi_GER
Greg Taylor,DF,Left_Back,27,Scotland,UEFA,PAOK Thessaloniki,SuperLeague1,97.5,gregtaylor_SCO
Brian Rodriguez,FW,Left_Winger,25,Uruguay,CONMEBOL,CF América,Liga_MX,97.5,brianrodriguez_URU
Nathan Fernandes,FW,Right_Winger,20,Brazil,CONMEBOL,Botafogo de Futebol e Regatas,Brasileiro_SerieA,97.5,nathanfernandes_BRA
Joe Aribo,MF,Central_Midfielder,29,Nigeria,CAF,Southampton FC,Championship,97.5,joearibo_NIG
David Datro Fofana,FW,Striker,22,Cote d'Ivoire,CAF,Chelsea FC,PremierLeague,97.5,daviddatrofofana_COT
Ibrahima Sissoko,MF,Defensive_Midfielder,27,Mali,CAF,VfL Bochum,Bundesliga_2,97.5,ibrahimasissoko_MAL
Moussa Sylla,FW,Striker,25,Mali,CAF,FC Schalke 04,Bundesliga_2,97.5,moussasylla_MAL
Ransford Konigsdorffer,FW,Striker,23,Ghana,CAF,Hamburger SV,Bundesliga,97.5,ransfordkonigsdorffer_GHA
Nabil Bentaleb,MF,Defensive_Midfielder,30,Algeria,CAF,LOSC Lille,Ligue1,97.5,nabilbentaleb_ALG
Lukas Hornicek,GK,Goalkeeper,23,Czech Republic,UEFA,SC Braga,Liga_Portugal,97.5,lukashornicek_CZE
Maher Carrizo,FW,Right_Winger,19,Argentina,CONMEBOL,CA Vélez Sarsfield,Liga_Profesional,97.5,mahercarrizo_ARG
Saidou Sow,DF,Centre_Back,23,Guinea,CAF,RC Strasbourg Alsace,Ligue1,97.5,saidousow_GUI
Christopher Wooh,DF,Centre_Back,23,Cameroon,CAF,Stade Rennais FC,Ligue1,97.5,christopherwooh_CAM
Theo Bongonda,FW,Right_Winger,29,Congo,CAF,Spartak Moscow,Russian_PremierLiga,97.5,theobongonda_CON
Nicolas Pepe,FW,Right_Winger,30,Cote d'Ivoire,CAF,Villarreal CF,LaLiga,97.5,nicolaspepe_COT
Montassar Talbi,DF,Centre_Back,27,Tunisia,CAF,FC Lorient,Ligue1,97.5,montassartalbi_TUN
Mikayil Faye,DF,Centre_Back,21,Senegal,CAF,Stade Rennais FC,Ligue1,97.5,mikayilfaye_SEN
M'Bala Nzola,FW,Striker,28,Angola,CAF,ACF Fiorentina,Serie_A,97.5,m'balanzola_ANG
Ilias Chair,MF,Attacking_Midfielder,27,Morocco,CAF,Queens Park Rangers,Championship,97.5,iliaschair_MOR
Imran Louza,MF,Central_Midfielder,26,Morocco,CAF,Watford FC,Championship,97.5,imranlouza_MOR
Juma Bah,DF,Centre_Back,19,Sierra Leone,CAF,OGC Nice,Ligue1,97.5,jumabah_SIE
Mamadou Sangare,MF,Central_Midfielder,23,Mali,CAF,Rapid Vienna,Austria_Bundesliga,97.5,mamadousangare_MAL
Lyle Foster,FW,Striker,24,South Africa,CAF,Burnley FC,PremierLeague,97.5,lylefoster_SOU
Damion Downs,FW,Striker,21,United States,CONCACAF,Southampton FC,Championship,97.5,damiondowns_UNI
Kalidou Koulibaly,DF,Centre_Back,34,Senegal,CAF,Al-Hilal SFC,Saudi_ProLeague,97.5,kalidoukoulibaly_SEN
Hany Mukhtar,MF,Attacking_Midfielder,30,Germany,UEFA,Nashville SC,MLS,97.5,hanymukhtar_GER
Cristian Casseres Jr.,MF,Central_Midfielder,25,Venezuela,CONMEBOL,FC Toulouse,Ligue1,97.5,cristiancasseresjr._VEN
Vitinho,DF,Right_Back,26,Brazil,CONMEBOL,Botafogo de Futebol e Regatas,Brasileiro_SerieA,97.5,vitinho_BRA
Kelvin Yeboah,FW,Striker,25,Italy,UEFA,Minnesota United FC,MLS,97.5,kelvinyeboah_ITA
Juninho Capixaba,DF,Left_Back,28,Brazil,CONMEBOL,Red Bull Bragantino,Brasileiro_SerieA,97.5,juninhocapixaba_BRA
Fernando Gorriaran,MF,Central_Midfielder,30,Uruguay,CONMEBOL,Tigres UANL,Liga_MX,89.4,fernandogorriaran_URU
Muhammed Cham,MF,Attacking_Midfielder,24,Austria,UEFA,Trabzonspor,SuperLig,89.4,muhammedcham_AUS
Paulo Bernardo,MF,Central_Midfielder,23,Portugal,UEFA,Celtic FC,Scottish_Premiership,89.4,paulobernardo_POR
Cauly,MF,Attacking_Midfielder,29,Brazil,CONMEBOL,Esporte Clube Bahia,Brasileiro_SerieA,89.4,cauly_BRA
Daniel Podence,MF,Attacking_Midfielder,29,Portugal,UEFA,Al-Shabab FC,Saudi_ProLeague,89.4,danielpodence_POR
Samuele Angori,DF,Left_Back,21,Italy,UEFA,Pisa Sporting Club,Serie_A,89.4,samueleangori_ITA
Victor Guzman,DF,Centre_Back,23,Mexico,CONCACAF,CF Monterrey,Liga_MX,89.4,victorguzman_MEX
Jesus Angulo,DF,Left_Back,27,Mexico,CONCACAF,Tigres UANL,Liga_MX,89.4,jesusangulo_MEX
Efrain Alvarez,FW,Right_Winger,23,Mexico,CONCACAF,Deportivo Guadalajara,Liga_MX,89.4,efrainalvarez_MEX
Williams Alarcon,MF,Central_Midfielder,24,Chile,CONMEBOL,CA Boca Juniors,Liga_Profesional,89.4,williamsalarcon_CHI
Marquinhos,FW,Right_Winger,22,Brazil,CONMEBOL,Cruzeiro Esporte Clube,Brasileiro_SerieA,89.4,marquinhos_BRA
Federico Pereira,DF,Centre_Back,25,Uruguay,CONMEBOL,Deportivo Toluca,Liga_MX,89.4,federicopereira_URU
Salis Abdul Samed,MF,Defensive_Midfielder,25,Ghana,CAF,RC Lens,Ligue1,89.4,salisabdulsamed_GHA
Joao Marcelo,DF,Centre_Back,25,Brazil,CONMEBOL,Cruzeiro Esporte Clube,Brasileiro_SerieA,89.4,joaomarcelo_BRA
Mario Mitaj,DF,Left_Back,21,Albania,UEFA,Al-Ittihad Club,Saudi_ProLeague,89.4,mariomitaj_ALB
Emirhan Topcu,DF,Centre_Back,24,Turkey,UEFA,Besiktas JK,SuperLig,89.4,emirhantopcu_TUR
Martin Payero,MF,Central_Midfielder,26,Argentina,CONMEBOL,Udinese Calcio,Serie_A,89.4,martinpayero_ARG
Bono,GK,Goalkeeper,34,Morocco,CAF,Al-Hilal SFC,Saudi_ProLeague,89.4,bono_MOR
Taha Altikardes,DF,Centre_Back,21,Turkey,UEFA,Göztepe,SuperLig,89.4,tahaaltikardes_TUR
Lucas Verissimo,DF,Centre_Back,30,Brazil,CONMEBOL,Al-Wakrah SC,QSL,89.4,lucasverissimo_BRA
Victor Davila,FW,Striker,27,Chile,CONMEBOL,CF América,Liga_MX,89.4,victordavila_CHI
Milton Delgado,MF,Defensive_Midfielder,20,Argentina,CONMEBOL,CA Boca Juniors,Liga_Profesional,89.4,miltondelgado_ARG
Bernardo,DF,Centre_Back,30,Brazil,CONMEBOL,TSG 1899 Hoffenheim,Bundesliga,89.4,bernardo_BRA
Rodrigo Becao,DF,Centre_Back,29,Brazil,CONMEBOL,Fenerbahce,SuperLig,89.4,rodrigobecao_BRA
Dejan Joveljic,FW,Striker,25,Serbia,UEFA,Sporting Kansas City,MLS,89.4,dejanjoveljic_SER
Carlton Morris,FW,Striker,29,England,UEFA,Derby County,Championship,89.4,carltonmorris_ENG
Yusuf Yazici,MF,Attacking_Midfielder,28,Turkey,UEFA,Olympiacos Piraeus,SuperLeague1,81.2,yusufyazici_TUR
Chiquinho,MF,Attacking_Midfielder,30,Portugal,UEFA,Olympiacos Piraeus,SuperLeague1,81.2,chiquinho_POR
Panagiotis Retsos,DF,Centre_Back,26,Greece,UEFA,Olympiacos Piraeus,SuperLeague1,81.2,panagiotisretsos_GRE
Dogucan Haspolat,MF,Defensive_Midfielder,25,Turkey,UEFA,KVC Westerlo,Jupiler_ProLeague,81.2,dogucanhaspolat_TUR
Killian Sardella,DF,Right_Back,23,Belgium,UEFA,RSC Anderlecht,Jupiler_ProLeague,81.2,killiansardella_BEL
Carlos Rodriguez,MF,Defensive_Midfielder,28,Mexico,CONCACAF,CD Cruz Azul,Liga_MX,81.2,carlosrodriguez_MEX
Giorgi Kochorashvili,MF,Defensive_Midfielder,26,Georgia,UEFA,Sporting CP,Liga_Portugal,81.2,giorgikochorashvili_GEO
Ivan Jaime,MF,Attacking_Midfielder,24,Spain,UEFA,FC Porto,Liga_Portugal,81.2,ivanjaime_SPA
Jack McGlynn,MF,Central_Midfielder,22,United States,CONCACAF,Houston Dynamo FC,MLS,81.2,jackmcglynn_UNI
Brian White,FW,Striker,29,United States,CONCACAF,Vancouver Whitecaps FC,MLS,81.2,brianwhite_UNI
Quinn Sullivan,MF,Central_Midfielder,21,United States,CONCACAF,Philadelphia Union,MLS,81.2,quinnsullivan_UNI
Rokas Pukstas,MF,Attacking_Midfielder,20,United States,CONCACAF,HNK Hajduk Split,SuperSport_HNL,81.2,rokaspukstas_UNI
Kevin Alvarez,DF,Right_Back,26,Mexico,CONCACAF,CF América,Liga_MX,81.2,kevinalvarez_MEX
Raul Rangel,GK,Goalkeeper,25,Mexico,CONCACAF,Deportivo Guadalajara,Liga_MX,81.2,raulrangel_MEX
Benja Cremaschi,MF,Central_Midfielder,20,United States,CONCACAF,Inter Miami CF,MLS,81.2,benjacremaschi_UNI
Derek Cornelius,DF,Centre_Back,27,Canada,CONCACAF,Olympique Marseille,Ligue1,81.2,derekcornelius_CAN
Tani Oluwaseyi,FW,Striker,25,Canada,CONCACAF,Minnesota United FC,MLS,81.2,tanioluwaseyi_CAN
Mirko Topic,MF,Defensive_Midfielder,24,Serbia,UEFA,FC Famalicão,Liga_Portugal,81.2,mirkotopic_SER
Toni Borevkovic,DF,Centre_Back,28,Croatia,UEFA,Vitória Guimarães SC,Liga_Portugal,81.2,toniborevkovic_CRO
Mads Bech Sorensen,DF,Centre_Back,26,Denmark,UEFA,FC Midtjylland,Danish_Superligaen,81.2,madsbechsorensen_DEN
Odysseas Vlachodimos,GK,Goalkeeper,31,Greece,UEFA,Newcastle United,PremierLeague,81.2,odysseasvlachodimos_GRE
Gerzino Nyamsi,DF,Centre_Back,28,France,UEFA,Lokomotiv Moscow,Russian_PremierLiga,81.2,gerzinonyamsi_FRA
Artem Karpukas,MF,Defensive_Midfielder,23,Russia,UEFA,Lokomotiv Moscow,Russian_PremierLiga,81.2,artemkarpukas_RUS
Marlon Fossey,DF,Right_Back,26,United States,CONCACAF,Standard Liège,Jupiler_ProLeague,81.2,marlonfossey_UNI
Fidel Ambriz,MF,Defensive_Midfielder,22,Mexico,CONCACAF,CF Monterrey,Liga_MX,81.2,fidelambriz_MEX
Brian Gutierrez,MF,Attacking_Midfielder,22,United States,CONCACAF,Chicago Fire FC,MLS,81.2,briangutierrez_UNI
Maksim Osipenko,DF,Centre_Back,31,Russia,UEFA,Dynamo Moscow,Russian_PremierLiga,81.2,maksimosipenko_RUS
Joao Batxi,FW,Left_Winger,27,Angola,CAF,FC Krasnodar,Russian_PremierLiga,81.2,joaobatxi_ANG
Ahmetcan Kaplan,DF,Centre_Back,22,Turkey,UEFA,Ajax Amsterdam,Eredivisie,81.2,ahmetcankaplan_TUR
Goncalo Borges,FW,Right_Winger,24,Portugal,UEFA,Feyenoord Rotterdam,Eredivisie,81.2,goncaloborges_POR
Kian Fitz-Jim,MF,Central_Midfielder,22,Netherlands,UEFA,Ajax Amsterdam,Eredivisie,81.2,kianfitz-jim_NET
Alassane Plea,FW,Striker,32,France,UEFA,PSV Eindhoven,Eredivisie,81.2,alassaneplea_FRA
Philipp Kohn,GK,Goalkeeper,27,Switzerland,UEFA,AS Monaco,Ligue1,81.2,philippkohn_SWI
Georgiy Bushchan,GK,Goalkeeper,31,Ukraine,UEFA,Al-Shabab FC,Saudi_ProLeague,81.2,georgiybushchan_UKR
Sam Surridge,FW,Striker,26,England,UEFA,Nashville SC,MLS,81.2,samsurridge_ENG
Kai Wagner,DF,Left_Back,28,Germany,UEFA,Philadelphia Union,MLS,81.2,kaiwagner_GER
Tai Baribo,FW,Striker,27,Israel,UEFA,Philadelphia Union,MLS,81.2,taibaribo_ISR
Marten de Roon,MF,Defensive_Midfielder,34,Netherlands,UEFA,Atalanta BC,Serie_A,81.2,martenderoon_NET
Gabriel Veron,FW,Right_Winger,22,Brazil,CONMEBOL,Esporte Clube Juventude,Brasileiro_SerieA,81.2,gabrielveron_BRA
Willer Ditta,DF,Centre_Back,27,Colombia,CONMEBOL,CD Cruz Azul,Liga_MX,81.2,willerditta_COL
Oliver Edvardsen,FW,Left_Winger,26,Norway,UEFA,Ajax Amsterdam,Eredivisie,81.2,oliveredvardsen_NOR
Michel Vlap,MF,Attacking_Midfielder,28,Netherlands,UEFA,Twente Enschede FC,Eredivisie,81.2,michelvlap_NET
Alvaro Barreal,FW,Left_Winger,24,Argentina,CONMEBOL,Santos FC,Brasileiro_SerieA,81.2,alvarobarreal_ARG
Jeffinho,FW,Left_Winger,25,Brazil,CONMEBOL,Botafogo de Futebol e Regatas,Brasileiro_SerieA,81.2,jeffinho_BRA
Federico Redondo,MF,Defensive_Midfielder,22,Argentina,CONMEBOL,Inter Miami CF,MLS,81.2,federicoredondo_ARG
