name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Okay Yokuslu,Turkey,Trabzonspor,CDM,74,56,70,70,68,72,81
Christos Zafeiris,Norway,Slavia Praha,CM,74,77,68,72,78,66,75
Arsen Zakharyan,Russia,Real Sociedad,LM,74,79,70,74,72,53,60
Zaldua,Spain,Cádiz CF,RB,74,66,37,66,67,73,75
Fernando Zampedri,Argentina,Uni. Católica,ST,74,58,78,56,68,29,75
Cedric Zesiger,Switzerland,VfL Wolfsburg,CB,74,67,43,57,61,73,80
Fernando Zuqui,Argentina,Uni. Católica,CM,74,70,63,75,72,69,69
Max Aarons,England,AFC Bournemouth,RB,73,81,42,62,73,69,74
Brenden Aaronson,United States,Leeds United,MOC,73,79,65,69,77,55,59
Rodrigo Abascal,Uruguay,Boavista FC,CB,73,63,44,54,58,73,78
Himad Abdelli,Algeria,Angers SCO,MOC,73,65,68,70,73,60,73
Oliver Abildgaard,Denmark,Pisa,CDM,73,55,64,68,70,70,81
Ragnar Ache,Germany,Kaiserslautern,ST,73,84,70,52,69,29,76
Elias Achouri,Tunisia,F.C. København,LW,73,86,66,66,75,30,56
Aguado,Spain,RCD Espanyol,CM,73,74,63,73,74,64,65
Emre Akbaba,Turkey,Eyüpspor,MOC,73,66,73,74,73,58,63
Ilias,Morocco,Villarreal CF,RW,73,74,70,68,74,28,57
Chadrac Akolo,Congo,FC St. Gallen,ST,73,89,73,63,77,29,71
Jean-Daniel Akpa Akpro,Cote d'Ivoire,Latium,CM,73,70,67,70,74,72,75
Alena,Spain,Getafe CF,CM,73,67,69,72,75,58,60
Nani,Portugal,Estrela Amadora,LM,73,66,73,75,77,34,70
Agustin Almendra,Argentina,Racing Club,CM,73,68,67,69,71,66,71
Cristian Alvarez,Argentina,Real Zaragoza,GK,73,75,70,69,72,45,73
Ibrahim Amadou,France,Shanghai Shenhua,CDM,73,66,58,65,68,72,80
Selim Amallah,Morocco,R. Valladolid CF,MOC,73,67,73,73,71,64,74
Lazare Amani,Cote d'Ivoire,R. Union St.-G.,CM,73,77,65,70,79,66,70
Zeki Amdouni,Switzerland,SL Benfica,ST,73,69,74,69,75,46,70
Arbilla,Spain,SD Eibar,CB,73,49,57,70,65,71,79
Alex Arce,Paraguay,LDU Quito,ST,73,59,77,48,69,22,64
Areso,Spain,CA Osasuna,RB,73,72,34,65,68,69,70
Joe Aribo,Nigeria,Southampton,CM,73,74,64,72,76,66,77
Adrian Arregui,Argentina,Alianza Lima,CM,73,70,66,72,71,71,78
Noah Atubolu,Germany,SC Freiburg,GK,73,73,69,70,74,35,72
Oguz Aydin,Turkey,Fenerbahçe,RM,73,81,68,70,73,40,56
Tiago Tomas,Portugal,VfL Wolfsburg,ST,73,83,70,58,76,39,69
Milan Badelj,Croatia,Genoa,CDM,73,44,61,71,71,70,70
Mama Balde,Guinea-Bissau,Stade Brestois,ST,73,85,71,65,72,49,76
Carlos Baleba,Cameroon,Brighton,CDM,73,77,50,65,74,68,77
Daniel Ballard,Northern Ireland,Sunderland,CB,73,60,30,53,57,72,81
Leon Balogun,Nigeria,Rangers,CB,73,70,44,59,60,72,77
Mohamed Bamba,Cote d'Ivoire,FC Lorient,ST,73,79,74,56,72,28,72
Valentin Barco,Argentina,Sevilla FC,LB,73,76,50,75,77,65,60
Francesco Bardi,Italy,Reggiana,GK,73,74,71,70,74,49,71
Pier Barrios,Argentina,Godoy Cruz,CB,73,70,47,64,60,72,81
Jelle Bataille,Belgium,Royal Antwerp FC,RB,73,81,61,71,73,63,75
Mohamed Bayo,Guinea,LOSC Lille,ST,73,67,75,60,72,26,65
Gavin Bazunu,Ireland,Southampton,GK,73,74,72,74,76,47,69
Thomas Beelen,Netherlands,Feyenoord,CB,73,74,44,64,68,74,75
Kevin Behrens,Germany,VfL Wolfsburg,ST,73,67,72,51,66,42,85
Vid Belec,Slovenia,APOEL FC,GK,73,72,71,68,76,48,73
Eliesse Ben Seghir,Morocco,AS Monaco,MOC,73,77,73,65,77,28,54
Gaston Benavidez,Argentina,Talleres,RB,73,67,36,62,62,72,65
Dimitry Bertaud,Congo,Montpellier,GK,73,73,69,72,75,53,72
Bruno Bianchi,Argentina,Ind. Rivadavia,CB,73,52,35,57,57,74,78
Bigas,Spain,Elche CF,CB,73,61,52,63,60,73,74
Leonardo Bittencourt,Germany,SV Werder Bremen,MOC,73,65,67,71,80,57,59
Fredrik Andre Bjorkan,Norway,FK Bodø/Glimt,LB,73,80,53,64,72,66,75
Jayden Bogle,England,Leeds United,RB,73,79,55,67,74,69,68
Darijan Bojanic,Sweden,Ulsan Hyundai,CM,73,47,63,75,72,62,71
Yoan Bonny,France,Parma,ST,73,87,73,67,76,32,70
Angelo,Brazil,Al Nassr,RM,73,84,60,69,80,30,45
Jan Boril,Czech Republic,Slavia Praha,CB,73,67,62,69,69,70,79
Darko Brasanac,Serbia,CD Leganés,CM,73,50,69,72,70,72,71
Ben Brereton Diaz,Chile,Southampton,LW,73,80,73,66,73,41,78
Armando Broja,Albania,Everton,ST,73,74,73,53,72,30,75
Jorge Broun,Argentina,Rosario Central,GK,73,71,71,70,73,41,75
Facundo Buonanotte,Argentina,Leicester City,RM,73,75,67,70,76,30,52
Gianluca Busio,United States,Venezia,CM,73,73,64,72,76,63,65
Nahuel Bustos,Argentina,San Lorenzo,ST,73,83,73,67,76,33,69
Javier Cabrera,Uruguay,Peñarol,RM,73,76,63,68,75,53,70
Juan Jose Caceres,Paraguay,Lanús,RB,73,84,45,62,66,70,70
Mathieu Cafaro,France,AS Saint-Étienne,LM,73,75,68,70,75,47,65
Jens-Lys Cajuste,Sweden,Ipswich,CDM,73,67,62,69,74,68,74
Luca Caldirola,Italy,Monza,CB,73,32,42,63,59,76,65
Calero,Spain,RCD Espanyol,CB,73,62,42,65,65,73,69
Alexander Callens,Peru,AEK Athens,CB,73,72,53,50,57,72,78
Dani Calvo,Spain,R. Oviedo,CB,73,52,46,55,55,73,80
Mohamed Ali Camara,Guinea,BSC Young Boys,CB,73,69,35,51,45,71,84
Lamine Camara,Senegal,AS Monaco,CM,73,79,65,73,74,57,59
Sergio Camello,Spain,Rayo Vallecano,ST,73,70,74,65,75,28,56
Jorman Campuzano,Colombia,Atl. Nacional,CDM,73,72,40,60,65,71,72
Alexis Canelo,Argentina,Independiente,LM,73,86,74,68,72,28,73
Sergi Canos,Spain,Valencia CF,LM,73,71,73,71,74,60,72
Nicolas Capaldo,Argentina,RB Salzburg,CM,73,76,69,70,73,69,78
Gabriel Carabajal,Argentina,Newell's,MOC,73,72,71,71,76,42,65
Edwin Cardona,Colombia,Atl. Nacional,MOC,73,47,73,76,73,33,67
Irvin Cardona,France,RCD Espanyol,ST,73,84,72,66,72,28,64
Julian Carranza,Argentina,Feyenoord,ST,73,71,73,60,71,42,76
Guido Carrillo,Argentina,Estudiantes,ST,73,42,75,56,70,45,78
Federico Carrizo,Argentina,Cerro Porteño,MOC,73,83,71,70,75,46,64
Wanderson,Brazil,Pohang Steelers,LB,73,87,64,67,73,65,73
Cristian Casseres Jr,Venezuela,Toulouse FC,CDM,73,77,64,67,71,72,74
Santiago Castro,Argentina,Bologna,ST,73,79,73,59,73,40,65
Federico Ceccherini,Italy,Cremonese,CB,73,62,48,57,63,74,72
Adam Gnezda Cerin,Slovenia,Panathinaikos,CM,73,73,63,71,73,62,68
Farouk Chafai,Algeria,Damac FC,CB,73,41,57,49,49,75,82
Diego Chara,Colombia,Portland Timbers,CDM,73,71,54,64,69,68,78
Tjaronn Chery,Suriname,Royal Antwerp FC,MOC,73,59,75,71,75,29,68
Oliver Christensen,Denmark,Fiorentina,GK,73,75,70,69,79,44,69
Alessandro Circati,Australia,Parma,CB,73,61,35,53,49,74,74
Clerc,Spain,Elche CF,LB,73,81,58,68,71,66,73
Elias Cobbaut,Belgium,Sparta Praha,CB,73,68,41,68,68,71,78
Nazareno Colombo,Argentina,Racing Club,CB,73,63,39,52,54,74,79
Lorenzo Colombo,Italy,Empoli,ST,73,68,75,51,70,29,72
Eray Comert,Switzerland,R. Valladolid CF,CB,73,71,49,62,56,73,77
Diego Conde,Spain,Villarreal CF,GK,73,73,73,64,74,43,73
Jake Cooper,England,Millwall,CB,73,51,32,48,53,72,83
Janner Corozo,Ecuador,Barcelona SC,RM,73,84,65,66,75,51,65
Claudio Corvalan,Argentina,Unión,CB,73,60,54,66,63,71,80
Nicolas Cozza,France,FC Nantes,LB,73,73,41,61,70,74,68
Maxime Crepeau,Canada,Portland Timbers,GK,73,74,71,70,75,49,71
Miguel Crespo,Portugal,Başakşehir,CM,73,70,64,72,74,72,76
Pejino,Spain,UD Las Palmas,RM,73,92,74,68,74,36,60
Leonardo Lelo,Portugal,Casa Pia AC,LM,73,82,57,64,73,67,70
Danny da Costa,Germany,1. FSV Mainz 05,RB,73,75,56,64,69,70,79
Abner Vinicius,Brazil,OL,LB,73,82,52,72,73,66,63
Gustavo,Brazil,Shanghai Port FC,ST,73,75,73,51,66,24,80
Busanello,Brazil,Malmö FF,LB,73,75,57,71,70,67,81
Mikkel Damsgaard,Denmark,Brentford,CM,73,81,69,71,78,61,65
Marcus Danielson,Sweden,Djurgårdens IF,CB,73,43,37,48,52,74,77
Josh Dasilva,England,Brentford,CM,73,71,71,72,74,64,74
Pawel Dawidowicz,Poland,Hellas Verona,CB,73,50,48,62,63,74,74
Zeca,Brazil,Shandong Taishan,ST,73,79,72,56,68,27,77
Miguel,Spain,CD Leganés,ST,73,71,73,54,73,31,77
Jeffrey de Lange,Netherlands,OM,GK,73,73,69,74,73,56,73
Claudio Ramos,Portugal,FC Porto,GK,73,78,72,64,72,55,72
Thibault De Smet,Belgium,Stade de Reims,LB,73,67,52,64,68,68,72
Felipe Silva,Brazil,Rongcheng FC,ST,73,75,71,59,68,28,85
Amar Dedic,Bosnia-Herzegovina,RB Salzburg,RB,73,83,58,68,71,66,74
Diego Demme,Germany,Hertha BSC,CDM,73,51,47,71,72,69,68
Jason Denayer,Belgium,Al Fateh,CB,73,69,42,64,65,73,75
Fabio Depaoli,Italy,Sampdoria,RB,73,72,56,69,74,68,61
Mikkel Desler,Denmark,Austin FC,RB,73,72,60,68,70,68,69
Cyriel Dessers,Nigeria,Rangers,ST,73,69,73,56,68,29,74
Ersin Destanoglu,Turkey,Beşiktaş,GK,73,73,74,68,73,38,74
Habib Diarra,Senegal,Strasbourg,CM,73,68,63,69,73,69,70
Bebe,Cabo Verde,Racing de Ferrol,LM,73,81,76,70,71,41,83
Sinaly Diomande,Cote d'Ivoire,AJ Auxerre,CB,73,65,46,61,58,73,76
Matt Doherty,Ireland,Wolves,RB,73,67,65,69,69,72,73
Cecilio Dominguez,Paraguay,Cerro Porteño,LM,73,79,72,69,73,44,70
Nery Dominguez,Argentina,Lanús,CB,73,51,61,70,68,73,72
Tomas Handel,Portugal,Vitória SC,CDM,73,71,56,70,73,69,67
Juninho Vieira,Brazil,Qarabağ FK,ST,73,86,74,61,70,30,63
Fernando,Brazil,RB Salzburg,ST,73,89,74,66,78,37,64
Carlos Miguel,Brazil,Nott'm Forest,GK,73,71,74,69,71,17,73
Kamory Doumbia,Mali,Stade Brestois,MOC,73,69,67,70,76,57,59
Patrick Drewes,Germany,VfL Bochum 1848,GK,73,74,71,67,75,30,71
Joel Drommel,Netherlands,PSV,GK,73,74,72,76,75,51,71
Shane Duffy,Ireland,Norwich,CB,73,34,47,50,48,74,77
Noe Dussenne,Belgium,Lausanne-Sport,CB,73,32,40,52,52,75,77
Sampson Dweh,Liberia,Viktoria Plzeň,CB,73,72,32,59,66,73,75
Youssef El Arabi,Morocco,APOEL FC,ST,73,59,76,65,72,37,64
Omar El Hilali,Morocco,RCD Espanyol,RB,73,82,41,63,67,70,73
Mohamed Elyounoussi,Norway,F.C. København,LW,73,72,70,70,75,60,72
Emanuel Emegha,Netherlands,Strasbourg,ST,73,81,71,56,69,30,74
Julio Cesar Enciso,Paraguay,Brighton,MOC,73,77,72,68,78,32,50
Samuel Essende,France,FC Augsburg,ST,73,74,71,49,67,26,82
Kiko Femenia,Spain,Villarreal CF,RB,73,69,56,69,67,71,65
Edimilson Fernandes,Switzerland,Stade Brestois,CB,73,69,65,70,72,76,68
Roger Fernandes,Portugal,SC Braga,LM,73,88,63,65,74,33,48
Nicolas Fernandez,Uruguay,Godoy Cruz,CM,73,81,61,71,75,64,80
Federico Fernandez,Argentina,Estudiantes,CB,73,36,34,58,57,75,76
Ezequiel Fernandez,Argentina,Al Qadisiyah,CDM,73,68,47,66,72,69,78
Carlos Fernandez,Spain,Cádiz CF,ST,73,67,75,64,73,27,67
Andres Fernandez,Spain,Levante UD,GK,73,71,70,70,75,57,76
Junior Firpo,Dominican Republic,Leeds United,LB,73,73,60,67,69,70,73
Wes Foderingham,England,West Ham,GK,73,74,71,72,75,44,72
Thomas Foket,Belgium,RSC Anderlecht,RB,73,69,57,68,71,71,71
Fraser Forster,England,Spurs,GK,73,72,71,67,75,28,74
Frances,Spain,Girona FC,CB,73,78,45,64,63,73,76
Nicolas Freire,Argentina,Inter Miami CF,CB,73,67,29,45,54,72,81
Fresneda,Spain,Sporting CP,RB,73,75,41,60,74,72,69
Marvin Friedrich,Germany,M'gladbach,CB,73,62,41,57,50,75,71
Kanya Fujimoto,Japan,Gil Vicente,MOC,73,79,67,72,74,52,51
Manu Fuster,Spain,UD Las Palmas,LM,73,78,68,73,71,52,48
Gianluca Gaetano,Italy,Cagliari,MOC,73,63,70,71,75,51,61
Gauthier Gallon,France,Stade Rennais FC,GK,73,74,71,72,75,40,73
Javier Garcia,Argentina,Boca Juniors,GK,73,75,68,75,74,37,72
Federico Gattoni,Argentina,River Plate,CB,73,71,60,59,64,74,75
Valentin Gendrey,France,TSG Hoffenheim,RB,73,79,34,59,66,68,73
Abdulrahman Ghareeb,Saudi Arabia,Al Nassr,LM,73,84,62,67,77,25,57
Faouzi Ghoulam,Algeria,Hatayspor,LB,73,62,65,72,70,72,68
Ryan Giles,England,Hull City,LB,73,88,57,73,73,62,65
Benedikt Gimber,Germany,Heidenheim,CB,73,64,48,59,57,74,77
Sergi Gomez,Spain,RCD Espanyol,CB,73,61,46,61,59,73,72
Fabio Abreu,Angola,Beijing FC,ST,73,78,73,55,69,26,76
Pedro Malheiro,Portugal,Trabzonspor,RB,73,78,62,65,73,67,61
Derlis Gonzalez,Paraguay,Olimpia,ST,73,81,75,71,76,44,64
Francisco Gonzalez Metilli,Argentina,Belgrano,MOC,73,73,70,70,74,41,69
Lucas Gourna-Douath,France,RB Salzburg,CDM,73,76,52,65,71,70,77
Jose Gragera,Spain,RCD Espanyol,CDM,73,59,50,66,66,74,75
Archie Gray,England,Spurs,CDM,73,75,60,70,74,70,72
Ivo Grbic,Croatia,Çaykur Rizespor,GK,73,74,70,73,73,32,72
Ilia Gruev,Bulgaria,Leeds United,CDM,73,67,48,69,71,70,68
Hugo Guillamon,Spain,Valencia CF,CDM,73,57,53,67,64,74,71
Manuel Gulde,Germany,SC Freiburg,CB,73,57,40,51,56,75,69
Gumbau,Spain,Rayo Vallecano,CM,73,53,66,76,69,72,68
Gunay Guvenc,Turkey,Galatasaray,GK,73,72,71,71,75,55,70
Lewis Hall,England,Newcastle Utd,LB,73,74,62,74,75,68,59
Tarek Hamed,Egypt,Damac FC,CDM,73,64,58,65,66,72,83
Abdou Harroui,Morocco,Hellas Verona,CM,73,69,70,70,74,67,73
Jorrel Hato,Netherlands,Ajax,CB,73,86,39,66,72,74,70
Lukas Hejda,Czech Republic,Viktoria Plzeň,CB,73,54,35,54,62,73,79
Junior Hernandez,Colombia,Deportes Tolima,LB,73,81,61,65,68,69,61
Yeremay,Spain,RC Deportivo,LW,73,77,64,69,75,22,48
Wesley Hoedt,Netherlands,Al Shabab,CB,73,56,46,69,60,74,75
Philipp Hofmann,Germany,VfL Bochum 1848,ST,73,51,72,55,65,37,80
Casper Hojer,Denmark,Çaykur Rizespor,LB,73,74,69,75,70,67,73
Rob Holding,England,Crystal Palace,CB,73,47,34,58,63,75,69
Lucas Holer,Germany,SC Freiburg,ST,73,69,73,54,63,51,79
Tomi Horvat,Slovenia,SK Sturm Graz,MOC,73,75,70,71,76,53,68
Trai Hume,Northern Ireland,Sunderland,RB,73,81,37,61,67,70,79
Adam Idah,Ireland,Celtic,ST,73,80,72,57,69,24,78
Samuel Iling-Junior,England,Bologna,LM,73,81,61,69,78,37,55
Marcus Ingvartsen,Denmark,FC Nordsjælland,ST,73,62,77,67,73,38,72
Cedric Itten,Switzerland,BSC Young Boys,ST,73,69,73,62,67,36,80
Pontus Jansson,Sweden,Malmö FF,CB,73,49,45,51,59,73,81
Ardon Jashari,Switzerland,Club Brugge,CDM,73,68,64,71,72,68,80
Fali,Spain,Cádiz CF,CB,73,43,53,67,57,70,87
Ben Johnson,England,Ipswich,RB,73,72,40,63,68,73,71
Paul Joly,France,AJ Auxerre,RB,73,66,34,60,58,73,72
Erik,United Arab Emirates,Al Ain FC,LB,73,85,51,69,74,65,74
Dejan Joveljic,Serbia,LA Galaxy,ST,73,74,72,61,70,32,73
Christopher Jullien,France,Montpellier,CB,73,54,50,62,56,72,77
Anthony Jung,Germany,SV Werder Bremen,CB,73,63,62,65,66,74,74
David Jurasek,Czech Republic,TSG Hoffenheim,LB,73,82,61,68,72,67,75
Matej Jurasek,Czech Republic,Slavia Praha,RW,73,81,71,67,74,54,70
Julian Justvan,Germany,1. FC Nürnberg,RM,73,83,60,71,75,53,53
Issa Kabore,Burkina Faso,SL Benfica,RB,73,87,39,63,72,65,74
Hassane Kamara,Cote d'Ivoire,Udinese,LB,73,82,59,67,73,67,74
Jakub Kaminski,Poland,VfL Wolfsburg,LM,73,82,64,66,77,48,58
Kenan Karaman,Turkey,FC Schalke 04,MOC,73,76,71,67,74,28,72
Grigoris Kastanos,Cyprus,Hellas Verona,MOC,73,76,70,72,75,55,65
Joris Kayembe,Congo,KRC Genk,LB,73,79,60,68,73,66,73
Ilan Kebbal,Algeria,Paris FC,MOC,73,77,66,71,78,24,53
Tomasz Kedziora,Poland,PAOK FC,CB,73,76,45,65,65,72,75
Reda Khadra,Germany,Stade de Reims,MOC,73,85,67,68,77,48,67
Kim Seung Gyu,"Korea, South",Al Shabab,GK,73,75,65,70,76,36,71
Maurits Kjaergaard,Denmark,RB Salzburg,CM,73,75,71,72,73,64,77
Herve Koffi,Burkina Faso,RC Lens,GK,73,75,69,68,76,56,67
Luca Warrick Koleosho,Italy,Burnley,LM,73,90,63,64,76,30,50
Karim Konate,Cote d'Ivoire,RB Salzburg,ST,73,86,70,56,75,40,65
Rominigue Kouame,Mali,Cádiz CF,CM,73,68,56,69,73,70,79
Boubakar Kouyate,Mali,Montpellier,CB,73,61,36,50,58,73,76
Vladan Kovacevic,Serbia,Sporting CP,GK,73,74,70,75,76,37,77
Emil Krafth,Sweden,Newcastle Utd,RB,73,53,58,68,70,75,70
Elias Jelert,Denmark,Galatasaray,RB,73,85,57,68,73,66,73
Tim Krul,Netherlands,Luton Town,GK,73,73,72,71,76,37,71
Nicolas Kuhn,Germany,Celtic,RW,73,88,67,66,76,25,66
Bas Kuipers,Netherlands,FC Twente,LB,73,67,44,65,68,70,75
Daniel-Kofi Kyereh,Ghana,SC Freiburg,MOC,73,74,70,66,78,31,56
Nediljko Labrovic,Croatia,FC Augsburg,GK,73,76,70,63,74,40,73
Stefan Lainer,Austria,M'gladbach,RB,73,70,62,65,67,73,75
Carlos Lampe,Bolivia,Bolívar,GK,73,72,71,69,74,34,75
Gianluca Lapadula,Peru,Cagliari,ST,73,68,73,61,72,39,71
Julien Laporte,France,FC Lorient,CB,73,37,29,46,50,74,81
Jens Stryger Larsen,Denmark,Malmö FF,RB,73,76,60,66,69,69,79
Jacob Bruun Larsen,Denmark,TSG Hoffenheim,LM,73,81,72,70,73,55,66
Latasa,Spain,R. Valladolid CF,ST,73,69,73,55,67,22,68
Valentino Lazaro,Austria,Torino,LM,73,71,69,73,74,64,65
Mathew Leckie,Australia,Melbourne City,LM,73,82,68,68,75,63,78
Tomas Araujo,Portugal,SL Benfica,CB,73,79,29,65,66,72,79
Theo Leoni,Belgium,RSC Anderlecht,CM,73,70,67,73,71,64,63
Johann Lepenant,France,FC Nantes,CDM,73,69,56,67,71,69,69
Lukas Lerager,Denmark,F.C. København,CM,73,68,69,69,69,71,84
Keane Lewis-Potter,England,Brentford,LW,73,78,67,65,76,44,65
Mateusz Lis,Poland,Göztepe,GK,73,75,73,68,74,27,75
Tom Lockyer,Wales,Luton Town,CB,73,53,36,54,61,74,78
Nicolas Lodeiro,Uruguay,Orlando City,MOC,73,57,71,76,74,49,66
Luciano Lollo,Argentina,Estudiantes,CB,73,35,49,53,57,75,71
Ivi Lopez,Spain,Raków,MOC,73,73,73,71,74,39,65
Dion Lopy,Senegal,UD Almería,CDM,73,64,60,69,72,70,73
Nahuel Losada,Argentina,Lanús,GK,73,74,74,72,69,41,70
Iker Losada,Spain,Real Betis,RM,73,76,73,73,71,34,55
Jonas Lossl,Denmark,FC Midtjylland,GK,73,73,74,70,72,37,73
Sandi Lovric,Slovenia,Udinese,CDM,73,49,64,72,72,68,69
Fabio Lucioni,Italy,Palermo,CB,73,59,42,50,52,75,78
Jeison Lucumi,Colombia,Deportes Tolima,LM,73,82,67,67,74,25,65
Gustav Ludwigson,Sweden,Ulsan Hyundai,LM,73,88,69,63,70,30,80
Massimo Luongo,Australia,Ipswich,CDM,73,59,67,67,71,70,77
Charalampos Lykogiannis,Greece,Bologna,LB,73,77,70,71,66,69,71
Antoine Makoumbou,Congo,Cagliari,CDM,73,72,59,67,76,68,78
Lennard Maloney,United States,Heidenheim,CDM,73,64,44,56,60,75,86
Ales Mandous,Czech Republic,Slavia Praha,GK,73,72,72,77,74,19,73
Matias Mansilla,Argentina,Estudiantes,GK,73,70,71,68,75,25,76
Braydon Manu,Ghana,PEC Zwolle,RM,73,86,66,63,76,37,70
Faitout Maouassa,France,Club Brugge,LB,73,76,64,71,74,70,74
Roger Marti,Spain,Cádiz CF,ST,73,72,73,62,73,42,70
Juan Carlos,Spain,Girona FC,GK,73,72,73,72,73,59,71
Roger Martinez,Colombia,Racing Club,ST,73,73,73,66,76,41,78
Emiliano Martinez,Uruguay,FC Midtjylland,CDM,73,73,56,63,71,71,70
Erhan Masovic,Serbia,VfL Bochum 1848,CB,73,61,33,49,56,75,69
Mata,Spain,UD Las Palmas,ST,73,61,72,63,70,38,72
Magnus Mattsson,Denmark,F.C. København,MOC,73,67,70,70,76,39,62
Luca Mazzitelli,Italy,Como,CM,73,40,62,75,71,64,68
Oli McBurnie,Scotland,UD Las Palmas,ST,73,54,72,58,68,34,81
Gary Medel,Chile,Boca Juniors,CB,73,51,50,62,68,72,73
Bjorn Meijer,Netherlands,Club Brugge,LB,73,70,62,68,67,70,82
Bamo Meite,Cote d'Ivoire,OM,CB,73,54,33,47,58,75,70
Santiago Mele,Uruguay,Junior,GK,73,75,70,68,76,50,68
Melero,Spain,UD Almería,CM,73,51,71,72,69,70,73
Lorenzo Melgarejo,Paraguay,Libertad,ST,73,83,72,65,76,56,69
Birger Meling,Norway,F.C. København,LB,73,79,55,68,72,69,66
Jubal,Brazil,AJ Auxerre,CB,73,46,39,46,56,73,76
Joao Mendes,Portugal,Vitória SC,LW,73,70,72,72,73,57,70
Alexandre Mendy,Guinea-Bissau,SM Caen,ST,73,72,73,52,66,25,82
Batista Mendy,France,Trabzonspor,CDM,73,62,58,66,68,73,80
Max Meyer,Germany,APOEL FC,MOC,73,62,66,75,75,62,63
Matt Miazga,United States,FC Cincinnati,CB,73,46,26,47,57,73,78
Fredrik Midtsjo,Norway,Eyüpspor,CM,73,76,59,72,71,68,78
Salvador Agra,Portugal,Boavista FC,RM,73,85,69,69,74,58,68
Pere Milla,Spain,RCD Espanyol,ST,73,73,73,70,73,51,66
Alexandru Mitrita,Romania,Univ. Craiova,LM,73,86,72,68,77,26,60
Filip Mladenovic,Serbia,Panathinaikos,LB,73,85,67,70,69,65,66
Jakub Moder,Poland,Brighton,CM,73,61,70,74,72,70,71
Florent Mollet,France,FC Nantes,MOC,73,66,72,77,75,51,63
Gonzalo Montes,Uruguay,Huachipato,CM,73,70,67,68,71,64,66
Santiago Montiel,Argentina,Independiente,LM,73,88,62,70,74,65,66
Emre Mor,Turkey,Fenerbahçe,RM,73,88,65,65,81,38,57
Maxi Moralez,Argentina,New York City FC,MOC,73,59,68,73,76,52,49
Tete Morente,Spain,Lecce,LM,73,80,70,72,72,44,69
Lewis Morgan,Scotland,Red Bulls,ST,73,82,74,71,75,55,68
Anthony Moris,Luxembourg,R. Union St.-G.,GK,73,74,70,79,75,47,71
Aidan Morris,United States,Middlesbrough,CDM,73,73,53,61,69,69,81
Gabriel Moscardo,Brazil,Stade de Reims,CDM,73,70,52,62,70,71,78
Andres Mosquera,Colombia,América de Cali,CB,73,70,42,59,55,74,74
Alex Mowatt,England,West Brom,CDM,73,54,69,74,70,66,72
Stefan Mugosa,Montenegro,Incheon United,ST,73,64,75,53,67,24,78
Florent Muslija,Kosovo,SC Freiburg,MOC,73,78,67,71,77,30,49
Knowledge Musona,Zimbabwe,Al Okhdood,MOC,73,71,71,73,73,42,76
Andrey Santos,Brazil,Strasbourg,CM,73,74,65,70,75,70,69
Sebastian Nanasi,Sweden,Strasbourg,LM,73,70,64,71,77,32,65
Paul Nardi,France,QPR,GK,73,74,67,68,76,50,72
Dan Neil,England,Sunderland,CDM,73,73,64,66,72,68,77
Neto Borges,Brazil,Middlesbrough,LB,73,70,50,66,72,69,80
Carlos Neva,Spain,Granada CF,LB,73,77,52,62,70,69,68
Cyril Ngonge,Belgium,SSC Napoli,RM,73,83,72,67,75,35,64
Tanguy Nianzou,France,Sevilla FC,CB,73,60,37,55,63,72,75
Moritz Nicolas,Germany,M'gladbach,GK,73,76,74,68,77,21,70
Casper Nielsen,Denmark,Club Brugge,CM,73,71,70,73,74,70,76
Gustaf Nilsson,Sweden,Club Brugge,ST,73,70,75,57,62,32,76
Justin Njinmah,Germany,SV Werder Bremen,ST,73,90,75,62,73,30,59
Niels Nkounkou,France,Frankfurt,LB,73,78,49,69,75,66,73
Andries Noppert,Netherlands,sc Heerenveen,GK,73,74,71,67,73,35,72
Obinna Nwobodo,Nigeria,FC Cincinnati,CDM,73,82,61,64,70,73,74
Armando Obispo,Netherlands,PSV,CB,73,72,42,60,66,72,75
Jens Odgaard,Denmark,Bologna,ST,73,73,73,68,72,42,77
Wilson Odobert,France,Spurs,LM,73,86,67,64,75,30,49
Chiedozie Ogbene,Ireland,Ipswich,RB,73,91,65,66,74,64,78
Darius Olaru,Romania,FCSB,CM,73,83,73,72,74,64,82
Brian Olivan,Spain,RCD Espanyol,LB,73,78,60,71,68,66,76
Jorge Fernandes,Portugal,Vitória SC,CB,73,34,34,48,57,74,80
Gaston Olveira,Uruguay,Olimpia,GK,73,72,75,57,73,19,70
Samu,Spain,FC Porto,ST,73,70,73,52,68,22,68
Karim Onisiwo,Austria,1. FSV Mainz 05,ST,73,75,71,63,71,50,83
Luca Orellano,Argentina,FC Cincinnati,LM,73,90,70,64,78,37,60
Divock Origi,Belgium,Milano FC,ST,73,71,72,66,72,27,72
Nicolas Oroz,Argentina,Argentinos Jrs.,CM,73,73,63,74,75,66,69
Richard Ortiz,Paraguay,Olimpia,CDM,73,73,68,68,71,70,83
Alexandre Oukidja,Algeria,FC Metz,GK,73,72,70,70,73,47,74
Reece Oxford,England,FC Augsburg,CB,73,57,33,54,61,74,67
Pacheco,Spain,RCD Espanyol,GK,73,73,72,68,73,44,72
Nicolas Pallois,France,FC Nantes,CB,73,34,54,58,57,73,78
Kevin Paredes,United States,VfL Wolfsburg,LM,73,78,59,66,78,58,49
