name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Identifier
Philip Zinckernagel,Denmark,FK Bodø/Glimt,LM,75,82,72,71,76,42,67,philipzinckernagel_DEN
Steven Zuber,Switzerland,AEK Athens,ST,75,77,74,73,75,65,76,stevenzuber_SWI
Robert Zulj,Austria,LASK,ST,75,60,77,76,74,38,75,robertzulj_AUS
Liel Abada,Israel,Charlotte FC,RW,74,87,72,67,73,41,59,lielabada_ISR
Akor Jerome Adams,Nigeria,Montpellier,ST,74,81,73,56,70,29,76,akorjeromeadams_NIG
Anel Ahmedhodzic,Bosnia-Herzegovina,Sheffield Utd,CB,74,74,41,59,61,74,78,anelahmedhodzic_BOS
Ludovic Ajorque,France,Stade Brestois,ST,74,52,75,62,66,45,84,ludovicajorque_FRA
Akieme,Spain,Stade de Reims,LB,74,78,48,60,71,71,71,akieme_SPA
Kevin Akpoguma,Nigeria,TSG Hoffenheim,CB,74,74,48,59,70,75,74,kevinakpoguma_NIG
Ali Al Bulayhi,Saudi Arabia,Al Hilal,CB,74,51,38,43,46,73,85,alialbulayhi_SAU
Sultan Al Ghannam,Saudi Arabia,Al Nassr,RB,74,81,60,73,75,66,68,sultanalghannam_SAU
Ruben Alcaraz,Spain,Cádiz CF,CM,74,51,71,76,71,73,81,rubenalcaraz_SPA
Samu Costa,Portugal,RCD Mallorca,CDM,74,62,63,67,68,70,73,samucosta_POR
Sergio Alvarez,Spain,SD Eibar,CDM,74,56,65,67,67,70,82,sergioalvarez_SPA
Vinicius,Brazil,Fulham,ST,74,70,75,60,69,41,79,vinicius_BRA
Tiago Gouveia,Portugal,SL Benfica,RM,74,85,68,67,76,32,61,tiagogouveia_POR
Julian Araujo,Mexico,AFC Bournemouth,RB,74,90,33,62,69,70,75,julianaraujo_MEX
Arribas,Spain,UD Almería,MOC,74,69,76,70,76,32,51,arribas_SPA
Takuma Asano,Japan,RCD Mallorca,RM,74,86,68,63,77,33,70,takumaasano_JAP
Lorenz Assignon,France,Stade Rennais FC,RB,74,74,51,63,72,70,67,lorenzassignon_FRA
Eduard Atuesta,Colombia,LAFC,CM,74,63,57,75,76,67,70,eduardatuesta_COL
Ludwig Augustinsson,Sweden,RSC Anderlecht,LB,74,66,59,74,67,73,71,ludwigaugustinsson_SWE
Gabriel Avalos,Paraguay,Independiente,ST,74,67,74,61,73,46,82,gabrielavalos_PAR
Ousseynou Ba,Senegal,Başakşehir,CB,74,69,31,46,55,74,80,ousseynouba_SEN
Nedim Bajrami,Albania,Rangers,MOC,74,75,68,73,77,58,65,nedimbajrami_ALB
Patrick Bamford,England,Leeds United,ST,74,74,72,68,71,41,74,patrickbamford_ENG
Keidi Bare,Albania,Real Zaragoza,CDM,74,72,55,67,72,71,77,keidibare_ALB
Vasilios Barkas,Greece,FC Utrecht,GK,74,74,72,73,75,42,72,vasiliosbarkas_GRE
Nahuel Barrios,Argentina,San Lorenzo,LW,74,90,66,67,79,37,46,nahuelbarrios_ARG
Toma Basic,Croatia,Latium,CM,74,43,65,75,72,72,74,tomabasic_CRO
Gelson Martins,Portugal,Olympiacos FC,RM,74,86,67,67,81,51,54,gelsonmartins_POR
Jan Bednarek,Poland,Southampton,CB,74,43,22,55,55,75,77,janbednarek_POL
Armel Bella Kotchap,Germany,Southampton,CB,74,76,25,50,50,74,77,armelbellakotchap_GER
Laszlo Benes,Slovakia,Union Berlin,CM,74,57,76,76,75,49,66,laszlobenes_SLO
Manuel Benson,Angola,Burnley,RM,74,82,70,69,78,35,44,manuelbenson_ANG
Christian Benteke,Belgium,D.C. United,ST,74,46,75,62,67,32,77,christianbenteke_BEL
Samuele Birindelli,Italy,Monza,RB,74,83,52,65,71,70,63,samuelebirindelli_ITA
Antonio Blanco,Spain,D. Alavés,CDM,74,52,57,68,67,70,62,antonioblanco_SPA
Ruben Blanco,Spain,OM,GK,74,79,72,73,74,53,70,rubenblanco_SPA
Arnaud Bodart,Belgium,Standard Liège,GK,74,77,71,69,74,55,74,arnaudbodart_BEL
Valeriy Bondar,Ukraine,Shakhtar Donetsk,CB,74,71,32,63,65,75,74,valeriybondar_UKR
Sebastiaan Bornauw,Belgium,VfL Wolfsburg,CB,74,74,45,59,55,74,77,sebastiaanbornauw_BEL
Ruben Botta,Argentina,Talleres,MOC,74,81,72,74,76,40,69,rubenbotta_ARG
Edoardo Bove,Italy,Fiorentina,CM,74,66,68,67,74,74,70,edoardobove_ITA
David Brooks,Wales,AFC Bournemouth,RM,74,65,69,73,77,48,58,davidbrooks_WAL
Josh Brownhill,England,Burnley,CM,74,66,70,72,73,72,77,joshbrownhill_ENG
Matteo Brunori,Italy,Palermo,ST,74,79,73,63,75,42,74,matteobrunori_ITA
Pavel Bucha,Czech Republic,FC Cincinnati,CDM,74,71,68,74,75,69,71,pavelbucha_CZE
Tajon Buchanan,Canada,Lombardia FC,RM,74,92,65,66,74,67,73,tajonbuchanan_CAN
Adam Buksa,Poland,FC Midtjylland,ST,74,63,74,57,68,32,77,adambuksa_POL
Wouter Burger,Netherlands,Stoke City,CDM,74,75,63,69,68,69,80,wouterburger_NET
Juan David Cabal,Colombia,Juventus,LB,74,71,38,68,65,74,73,juandavidcabal_COL
Leandro Cabrera,Uruguay,RCD Espanyol,CB,74,54,45,57,53,74,79,leandrocabrera_URU
Anthony Caci,France,1. FSV Mainz 05,LB,74,69,54,70,70,72,74,anthonycaci_FRA
Nicolo Cambiaghi,Italy,Bologna,LW,74,77,72,65,77,38,68,nicolocambiaghi_ITA
Todd Cantwell,England,Blackburn Rovers,MOC,74,71,67,71,76,43,52,toddcantwell_ENG
Elia Caprile,Italy,SSC Napoli,GK,74,72,72,72,77,48,74,eliacaprile_ITA
Dani Cardenas,Spain,Rayo Vallecano,GK,74,74,71,73,77,44,68,danicardenas_SPA
Caro,Spain,Cádiz CF,GK,74,74,70,69,75,38,76,caro_SPA
Ramiro Carrera,Argentina,Lanús,CM,74,79,71,73,73,64,76,ramirocarrera_ARG
Leo Baptistao,Brazil,UD Almería,RM,74,76,73,69,74,33,69,leobaptistao_BRA
Fabio Carvalho,Portugal,Brentford,MOC,74,77,68,68,77,45,51,fabiocarvalho_POR
Vitor Carvalho,Brazil,SC Braga,CDM,74,75,62,64,71,72,75,vitorcarvalho_BRA
Milton Casco,Argentina,River Plate,LB,74,75,68,74,78,67,76,miltoncasco_ARG
Daniele Casiraghi,Italy,Südtirol,LM,74,76,70,72,73,50,73,danielecasiraghi_ITA
Leonardo Castro,Colombia,Millonarios,ST,74,80,76,62,71,32,64,leonardocastro_COL
Jonny,Spain,PAOK FC,RB,74,68,54,69,74,74,66,jonny_SPA
Matias Catalan,Chile,Talleres,CB,74,82,58,66,65,74,78,matiascatalan_CHI
Daniel Catano,Colombia,Millonarios,MOC,74,69,69,70,73,46,59,danielcatano_COL
Vaclav Cerny,Czech Republic,Rangers,RM,74,83,70,66,76,38,64,vaclavcerny_CZE
Ilias Chair,Morocco,QPR,LM,74,79,66,71,78,32,53,iliaschair_MOR
Muhammed Cham,Austria,Trabzonspor,MOC,74,76,68,71,75,25,51,muhammedcham_AUS
Calum Chambers,England,Cardiff City,CB,74,52,56,70,68,75,67,calumchambers_ENG
Walid Cheddira,Morocco,RCD Espanyol,ST,74,80,73,64,68,41,76,walidcheddira_MOR
Mohamed-Ali Cho,France,OGC Nice,RW,74,80,69,64,76,26,56,mohamed-alicho_FRA
Tomas Chory,Czech Republic,Slavia Praha,ST,74,50,74,60,63,32,87,tomaschory_CZE
Mojmir Chytil,Czech Republic,Slavia Praha,ST,74,73,72,55,68,29,81,mojmirchytil_CZE
Pathe Ciss,Senegal,Rayo Vallecano,CDM,74,62,56,61,63,72,84,patheciss_SEN
Viktor Claesson,Sweden,F.C. København,CM,74,72,71,72,76,63,76,viktorclaesson_SWE
Nathaniel Clyne,England,Crystal Palace,RB,74,70,60,68,72,74,67,nathanielclyne_ENG
Conor Coady,England,Leicester City,CB,74,45,56,72,64,76,71,conorcoady_ENG
Timothe Cognat,France,Servette FC,CM,74,78,66,73,76,62,70,timothecognat_FRA
Seamus Coleman,Ireland,Everton,RB,74,53,65,71,73,76,70,seamuscoleman_IRE
Facundo Colidio,Argentina,River Plate,ST,74,80,71,67,79,43,69,facundocolidio_ARG
Omar Colley,Gambia,PAOK FC,CB,74,64,31,48,55,73,84,omarcolley_GAM
Tomas Conechny,Argentina,D. Alavés,LW,74,90,73,65,76,33,65,tomasconechny_ARG
Joaquin Correa,Argentina,Lombardia FC,ST,74,65,73,73,78,40,64,joaquincorrea_ARG
Brayan Cortes,Chile,Colo-Colo,GK,74,73,73,74,76,48,71,brayancortes_CHI
Logan Costa,Cabo Verde,Villarreal CF,CB,74,48,38,55,61,75,75,logancosta_CAB
Lassana Coulibaly,Mali,Lecce,CDM,74,69,58,69,72,72,75,lassanacoulibaly_MAL
Alessio Cragno,Italy,Monza,GK,74,74,72,70,75,39,74,alessiocragno_ITA
Aaron Cresswell,England,West Ham,LB,74,59,59,74,74,75,62,aaroncresswell_ENG
Andres Cubas,Paraguay,Whitecaps FC,CDM,74,69,50,66,71,73,56,andrescubas_PAR
Jorge Cuenca,Spain,Fulham,CB,74,60,37,60,53,76,67,jorgecuenca_SPA
Patrick Cutrone,Italy,Como,ST,74,72,73,59,74,29,71,patrickcutrone_ITA
Lucas Da Cunha,France,Como,LM,74,79,69,69,78,39,56,lucasdacunha_FRA
Finn Dahmen,Germany,FC Augsburg,GK,74,74,68,76,78,45,72,finndahmen_GER
Patson Daka,Zambia,Leicester City,ST,74,89,73,58,74,26,69,patsondaka_ZAM
Flavius Daniliuc,Austria,Hellas Verona,CB,74,52,42,61,60,74,77,flaviusdaniliuc_AUS
Mohamed Daramy,Denmark,Stade de Reims,LM,74,86,66,65,78,28,70,mohameddaramy_DEN
Pablo De Blasis,Argentina,Gimnasia,CM,74,67,69,73,79,67,52,pablodeblasis_ARG
Maracas,Brazil,Moreirense FC,CB,74,76,30,50,59,75,75,maracas_BRA
Pedro De la Vega,Argentina,Sounders FC,RW,74,82,73,69,75,50,72,pedrodelavega_ARG
Natan,Brazil,Real Betis,CB,74,59,33,48,50,77,74,natan_BRA
Vinicius Souza,Brazil,Sheffield Utd,CDM,74,65,56,64,67,74,80,viniciussouza_BRA
Dani de Wit,Netherlands,VfL Bochum 1848,MOC,74,54,77,70,70,72,87,danidewit_NET
Brecht Dejaegere,Belgium,KV Kortrijk,CM,74,67,69,74,74,67,70,brechtdejaegere_BEL
Pedrinho,Brazil,Shakhtar Donetsk,RM,74,82,64,72,79,42,53,pedrinho_BRA
Stefano Denswil,Suriname,Trabzonspor,CB,74,57,56,67,65,75,75,stefanodenswil_SUR
Habib Diallo,Senegal,Damac FC,ST,74,70,74,59,71,22,74,habibdiallo_SEN
Ismael Diaz,Panama,U. Católica,LW,74,87,70,62,75,34,75,ismaeldiaz_PAN
Damian Diaz,Ecuador,Banfield,MOC,74,64,71,76,74,44,66,damiandiaz_ECU
Leandro Diaz,Argentina,Lanús,ST,74,64,75,63,69,27,76,leandrodiaz_ARG
Mohammed Diomande,Cote d'Ivoire,Rangers,CDM,74,76,68,72,79,68,71,mohammeddiomande_COT
Andy Diouf,France,RC Lens,CM,74,75,68,71,75,67,75,andydiouf_FRA
Alberto Dossena,Italy,Como,CB,74,43,43,52,59,76,75,albertodossena_ITA
David Doudera,Czech Republic,Slavia Praha,RM,74,89,66,65,72,65,67,daviddoudera_CZE
Tasos Douvikas,Greece,RC Celta,ST,74,81,72,62,73,34,73,tasosdouvikas_GRE
Tommy Doyle,England,Wolves,CM,74,67,65,74,75,65,67,tommydoyle_ENG
Ondrej Duda,Slovakia,Hellas Verona,CM,74,65,71,73,78,64,63,ondrejduda_SLO
Alfred Duncan,Ghana,Venezia,CM,74,67,64,72,74,76,80,alfredduncan_GHA
Maxime Dupe,France,OGC Nice,GK,74,76,73,72,74,46,71,maximedupe_FRA
Jhon Duran,Colombia,Aston Villa,ST,74,78,75,58,71,32,77,jhonduran_COL
Filip Duricic,Serbia,Panathinaikos,MOC,74,69,69,73,76,42,59,filipduricic_SER
Rafiu Durosinmi,Nigeria,Viktoria Plzeň,ST,74,76,71,60,71,27,76,rafiudurosinmi_NIG
Tyronne Ebuehi,Nigeria,Empoli,RB,74,85,51,60,70,69,71,tyronneebuehi_NIG
Rodrigo Echeverria,Chile,Huracán,CM,74,72,65,70,72,74,83,rodrigoecheverria_CHI
Anwar El Ghazi,Netherlands,Cardiff City,LM,74,72,76,70,75,35,68,anwarelghazi_NET
Meschack Elia,Congo,BSC Young Boys,ST,74,92,72,67,78,26,71,meschackelia_CON
Gonzalo Escalante,Argentina,Cádiz CF,CM,74,60,70,72,71,73,75,gonzaloescalante_ARG
Aaron,Spain,R. Oviedo,GK,74,72,74,71,74,37,72,aaron_SPA
Escudero,Spain,RC Deportivo,LB,74,65,62,72,70,74,67,escudero_SPA
Mateus Fernandes,Portugal,Southampton,CM,74,75,65,73,79,58,62,mateusfernandes_POR
Maxime Esteve,France,Burnley,CB,74,61,33,52,54,74,77,maximeesteve_FRA
Jonny Evans,Northern Ireland,Man Utd,CB,74,33,32,62,56,76,70,jonnyevans_NOR
Edu Exposito,Spain,RCD Espanyol,CM,74,65,74,72,75,70,69,eduexposito_SPA
Abdessamad Ezzalzouli,Morocco,Real Betis,LM,74,83,70,66,78,27,53,abdessamadezzalzouli_MOR
Rasmus Falk,Denmark,F.C. København,CM,74,75,55,70,81,66,69,rasmusfalk_DEN
Facundo Farias,Argentina,Inter Miami CF,ST,74,85,72,68,80,39,70,facundofarias_ARG
Federico Fattori,Argentina,Huracán,CDM,74,63,54,68,72,70,76,federicofattori_ARG
Peque,Spain,Sevilla FC,MOC,74,81,72,69,75,35,51,peque_SPA
Evan Ferguson,Ireland,Brighton,ST,74,72,76,60,71,20,70,evanferguson_IRE
Jean,Brazil,Cerro Porteño,GK,74,74,73,68,78,29,74,jean_BRA
Nicolas Fernandez,Argentina,Belgrano,ST,74,86,74,63,77,39,66,nicolasfernandez_ARG
Zian Flemming,Netherlands,Burnley,ST,74,70,75,72,73,57,79,zianflemming_NET
James Forrest,Scotland,Celtic,RW,74,77,72,70,74,49,54,jamesforrest_SCO
Gabriel Pec,Brazil,LA Galaxy,RW,74,85,69,65,77,34,70,gabrielpec_BRA
Dimitri Foulquier,France,Valencia CF,RB,74,75,59,66,68,72,74,dimitrifoulquier_FRA
Mohamed Fouzair,Morocco,Al Raed,RM,74,78,64,70,77,50,71,mohamedfouzair_MOR
Roberto Gagliardini,Italy,Monza,CDM,74,42,63,70,71,75,69,robertogagliardini_ITA
Hernan Galindez,Ecuador,Huracán,GK,74,74,73,70,74,32,76,hernangalindez_ECU
Antonino Gallo,Italy,Lecce,LB,74,78,52,70,70,68,66,antoninogallo_ITA
Agustin Garcia Basso,Argentina,Racing Club,CB,74,65,52,60,63,75,77,agustingarciabasso_ARG
Raul Garcia,Spain,CA Osasuna,ST,74,70,74,62,71,25,68,raulgarcia_SPA
Unai Garcia,Spain,CA Osasuna,CB,74,57,42,62,57,76,75,unaigarcia_SPA
Kike Garcia,Spain,D. Alavés,ST,74,52,75,64,72,44,72,kikegarcia_SPA
Johan Gastien,France,Clermont Foot 63,CDM,74,42,63,66,69,71,74,johangastien_FRA
Dennis Geiger,Germany,TSG Hoffenheim,CDM,74,45,53,76,79,64,58,dennisgeiger_GER
Andreas Gianniotis,Greece,Kasımpaşa,GK,74,77,71,66,77,38,71,andreasgianniotis_GRE
Robert Glatzel,Germany,Hamburger SV,ST,74,63,74,48,66,30,79,robertglatzel_GER
Wilfried Gnonto,Italy,Leeds United,RM,74,87,72,65,79,30,66,wilfriedgnonto_ITA
Yeimar Gomez Andrade,Colombia,Sounders FC,CB,74,66,33,49,57,73,86,yeimargomezandrade_COL
Sergio Gomez,Spain,Real Sociedad,LB,74,69,70,75,77,69,65,sergiogomez_SPA
Craig Goodwin,Australia,Al Wehda,LM,74,84,73,72,71,59,76,craiggoodwin_AUS
Jon Gorenc Stankovic,Slovenia,SK Sturm Graz,CDM,74,44,46,59,66,75,82,jongorencstankovic_SLO
Andreaw Gravillon,France,Adana Demirspor,CB,74,70,56,49,55,74,77,andreawgravillon_FRA
Florian Grillitsch,Austria,TSG Hoffenheim,CB,74,66,60,76,75,76,68,floriangrillitsch_AUS
Kamil Grosicki,Poland,Pogoń Szczecin,LM,74,84,70,73,75,37,60,kamilgrosicki_POL
Brajan Gruda,Germany,Brighton,MOC,74,78,71,69,81,30,67,brajangruda_GER
Gabriel Gudmundsson,Sweden,LOSC Lille,LB,74,85,64,69,72,67,72,gabrielgudmundsson_SWE
Evann Guessand,Cote d'Ivoire,OGC Nice,ST,74,80,72,56,70,27,70,evannguessand_COT
Rafik Guitane,Algeria,SC Braga,RW,74,76,66,68,80,31,53,rafikguitane_ALG
Angus Gunn,Scotland,Norwich,GK,74,75,71,72,76,48,71,angusgunn_SCO
Guridi,Spain,D. Alavés,MOC,74,63,66,70,76,62,56,guridi_SPA
Emmanuel Gyasi,Ghana,Empoli,RM,74,79,64,67,74,48,70,emmanuelgyasi_GHA
Janik Haberer,Germany,Union Berlin,CM,74,58,67,71,74,63,71,janikhaberer_GER
Amir Hadziahmetovic,Bosnia-Herzegovina,Çaykur Rizespor,CDM,74,71,60,73,72,71,76,amirhadziahmetovic_BOS
Ianis Hagi,Romania,Rangers,MOC,74,63,72,74,75,36,62,ianishagi_ROM
Massadio Haidara,Mali,Stade Brestois,CB,74,76,60,64,71,73,78,massadiohaidara_MAL
Haris Hajradinovic,Bosnia-Herzegovina,Kasımpaşa,CM,74,73,68,77,75,55,68,harishajradinovic_BOS
Hakon Arnar Haraldsson,Iceland,LOSC Lille,LM,74,76,64,71,77,57,68,hakonarnarharaldsson_ICE
Gauthier Hein,France,FC Metz,MOC,74,78,72,73,79,35,57,gauthierhein_FRA
Mees Hilgers,Indonesia,FC Twente,CB,74,74,43,54,59,75,76,meeshilgers_IND
Marwin Hitz,Switzerland,FC Basel 1893,GK,74,72,73,75,73,42,79,marwinhitz_SWI
Emil Holm,Sweden,Bologna,RM,74,82,61,67,71,66,84,emilholm_SWE
Lewis Holtby,Germany,Holstein Kiel,CM,74,61,66,75,76,63,67,lewisholtby_GER
Robin Hranac,Czech Republic,TSG Hoffenheim,CB,74,69,39,51,53,73,78,robinhranac_CZE
Patrik Hrosovsky,Slovakia,KRC Genk,CDM,74,61,71,74,74,70,68,patrikhrosovsky_SLO
Will Hughes,England,Crystal Palace,CDM,74,43,63,75,73,71,63,willhughes_ENG
Omari Hutchinson,England,Ipswich,RM,74,80,72,68,77,53,62,omarihutchinson_ENG
Elseid Hysaj,Albania,Latium,LB,74,73,51,66,72,72,69,elseidhysaj_ALB
Iborra,Spain,Levante UD,CDM,74,50,66,72,63,73,79,iborra_SPA
Juan Iglesias,Spain,Getafe CF,RB,74,81,39,61,66,71,70,juaniglesias_SPA
Kelechi Iheanacho,Nigeria,Sevilla FC,ST,74,71,74,69,75,38,71,kelechiiheanacho_NIG
Danny Ings,England,West Ham,ST,74,59,77,69,73,45,61,dannyings_ENG
Jackson Irvine,Australia,FC St. Pauli,CM,74,64,68,70,70,72,79,jacksonirvine_AUS
Carlos Izquierdoz,Argentina,Lanús,CB,74,48,53,52,53,73,83,carlosizquierdoz_ARG
Armando Izzo,Italy,Monza,CB,74,45,33,47,64,75,73,armandoizzo_ITA
Ivan Jaime,Spain,FC Porto,LM,74,74,73,71,76,51,64,ivanjaime_SPA
Ismail Jakobs,Senegal,Galatasaray,LB,74,84,60,64,73,67,69,ismailjakobs_SEN
Lucas Janson,Argentina,Boca Juniors,LM,74,85,70,66,77,41,65,lucasjanson_ARG
Martin Jedlicka,Czech Republic,Viktoria Plzeň,GK,74,73,74,70,75,35,72,martinjedlicka_CZE
Tin Jedvaj,Croatia,Panathinaikos,CB,74,70,51,57,64,74,76,tinjedvaj_CRO
Fredrik Jensen,Finland,FC Augsburg,MOC,74,68,69,71,74,55,73,fredrikjensen_FIN
Moritz Jenz,Germany,1. FSV Mainz 05,CB,74,63,29,50,55,73,80,moritzjenz_GER
Raul Jimenez,Mexico,Fulham,ST,74,54,76,73,73,45,78,rauljimenez_MEX
Viktor Johansson,Sweden,Stoke City,GK,74,75,71,70,77,40,73,viktorjohansson_SWE
Jens Jonsson,Denmark,AEK Athens,CDM,74,72,56,65,70,73,75,jensjonsson_DEN
Joo Min Kyu,"Korea, South",Ulsan Hyundai,ST,74,69,76,56,69,44,81,joominkyu_KOR
Jesse Joronen,Finland,Venezia,GK,74,73,73,69,75,47,74,jessejoronen_FIN
Vaclav Jurecka,Czech Republic,Slavia Praha,ST,74,74,74,66,71,49,76,vaclavjurecka_CZE
Jutgla,Spain,Club Brugge,ST,74,76,74,65,77,29,76,jutgla_SPA
Lukas Kalvach,Czech Republic,Viktoria Plzeň,CM,74,64,64,74,73,72,78,lukaskalvach_CZE
Glen Kamara,Finland,Stade Rennais FC,CDM,74,74,58,69,77,69,75,glenkamara_FIN
Efecan Karaca,Turkey,Alanyaspor,MOC,74,79,65,72,77,44,50,efecankaraca_TUR
Oleksandr Karavaiev,Ukraine,Dynamo Kyiv,RB,74,77,57,70,72,68,65,oleksandrkaravaiev_UKR
Naby Keita,Guinea,SV Werder Bremen,CM,74,60,71,72,81,67,59,nabykeita_GUI
Otar Kiteishvili,Georgia,SK Sturm Graz,MOC,74,72,71,71,77,67,58,otarkiteishvili_GEO
Klauss,Brazil,St. Louis CITY SC,ST,74,64,74,62,66,36,85,klauss_BRA
Mateusz Klich,Poland,D.C. United,CM,74,64,70,74,72,65,74,mateuszklich_POL
Robin Knoche,Germany,1. FC Nürnberg,CB,74,45,42,54,49,76,72,robinknoche_GER
Konstantinos Koulierakis,Greece,VfL Wolfsburg,CB,74,69,43,56,63,74,75,konstantinoskoulierakis_GRE
Alex Kral,Czech Republic,RCD Espanyol,CDM,74,70,70,69,74,73,76,alexkral_CZE
Lukas Kubler,Germany,SC Freiburg,RB,74,82,47,60,67,71,73,lukaskubler_GER
Marash Kumbulla,Albania,RCD Espanyol,CB,74,39,32,53,56,77,73,marashkumbulla_ALB
Sven Kums,Belgium,KAA Gent,CM,74,39,69,77,72,72,67,svenkums_BEL
Daler Kuzyaev,Russia,Havre AC,CM,74,75,68,73,75,71,70,dalerkuzyaev_RUS
Adam Lallana,England,Southampton,MOC,74,52,70,76,76,63,61,adamlallana_ENG
Sam Lammers,Netherlands,FC Twente,ST,74,66,74,65,76,36,69,samlammers_NET
Loic Lapoussin,Madagascar,R. Union St.-G.,LM,74,75,67,70,77,66,72,loiclapoussin_MAD
Gautier Larsonneur,France,AS Saint-Étienne,GK,74,72,72,72,75,52,73,gautierlarsonneur_FRA
Hugo Larsson,Sweden,Frankfurt,CM,74,73,63,67,75,65,73,hugolarsson_SWE
Toni Lato,Spain,RCD Mallorca,LB,74,77,56,71,71,68,62,tonilato_SPA
Darko Lazovic,Serbia,Hellas Verona,LM,74,71,72,74,75,65,56,darkolazovic_SER
Lee Chang Geun,"Korea, South",Daejeon,GK,74,73,74,67,77,45,72,leechanggeun_KOR
Lee Dong Kyeong,"Korea, South",Gimcheon Sangmu,MOC,74,75,74,72,75,57,69,leedongkyeong_KOR
Jamie Leweling,Germany,VfB Stuttgart,RM,74,85,69,64,76,42,73,jamieleweling_GER
Karol Linetty,Poland,Torino,CM,74,56,63,71,74,72,66,karollinetty_POL
Jesse Lingard,England,FC Seoul,MOC,74,73,71,72,77,58,61,jesselingard_ENG
Ondrej Lingr,Czech Republic,Slavia Praha,MOC,74,71,74,70,76,53,79,ondrejlingr_CZE
Dejan Ljubicic,Austria,1. FC Köln,CM,74,73,69,70,73,70,78,dejanljubicic_AUS
Andres Llinas,Colombia,Millonarios,CB,74,64,29,50,55,75,75,andresllinas_COL
Gautier Lloris,France,Havre AC,CB,74,40,36,54,56,74,77,gautierlloris_FRA
Gaston Lodico,Argentina,Instituto,LM,74,80,58,72,79,56,58,gastonlodico_ARG
Yury Lodygin,Russia,Panathinaikos,GK,74,76,70,73,78,45,71,yurylodygin_RUS
Joe Lolley,England,Sydney FC,RM,74,73,70,70,76,49,63,joelolley_ENG
Cadu,Brazil,Viktoria Plzeň,LM,74,75,67,73,76,67,62,cadu_BRA
Unai Lopez,Spain,Rayo Vallecano,CDM,74,70,70,77,76,67,68,unailopez_SPA
Hernan Lopez Munoz,Argentina,SJ Earthquakes,MOC,74,87,67,67,80,36,59,hernanlopezmunoz_ARG
Anthony Losilla,France,VfL Bochum 1848,CDM,74,42,59,66,71,72,74,anthonylosilla_FRA
Dejan Lovren,Croatia,OL,CB,74,50,40,58,58,74,74,dejanlovren_CRO
John Lundstram,England,Trabzonspor,CDM,74,65,72,71,70,69,77,johnlundstram_ENG
Kevin Mac Allister,Argentina,R. Union St.-G.,CB,74,75,55,60,72,74,79,kevinmacallister_ARG
Koki Machida,Japan,R. Union St.-G.,CB,74,78,42,59,52,73,80,kokimachida_JAP
Daizen Maeda,Japan,Celtic,LW,74,93,71,65,75,60,74,daizenmaeda_JAP
Giulio Maggiore,Italy,Salernitana,CM,74,69,61,69,70,72,71,giuliomaggiore_ITA
Hordur Magnusson,Iceland,Panathinaikos,CB,74,69,50,68,60,75,75,hordurmagnusson_ICE
Ryan Manning,Ireland,Southampton,LB,74,69,60,72,73,68,71,ryanmanning_IRE
Tomas Marchiori,Argentina,Vélez Sarsfield,GK,74,74,73,71,74,40,74,tomasmarchiori_ARG
Ivan Marcone,Argentina,Independiente,CDM,74,40,62,71,68,72,77,ivanmarcone_ARG
Pep Biel,Spain,Charlotte FC,MOC,74,70,72,72,77,48,59,pepbiel_SPA
Neal Maupay,France,OM,ST,74,69,75,67,72,41,72,nealmaupay_FRA
Mark McKenzie,United States,Toulouse FC,CB,74,81,36,50,64,73,78,markmckenzie_UNI
Marvin Mehlem,Germany,Hull City,MOC,74,68,67,70,77,54,64,marvinmehlem_GER
Nico Melamed,Spain,UD Almería,MOC,74,80,68,75,78,40,60,nicomelamed_SPA
Domingos Duarte,Portugal,Getafe CF,CB,74,47,36,57,52,75,75,domingosduarte_POR
Teden Mengi,England,Luton Town,CB,74,78,39,55,64,74,74,tedenmengi_ENG
Illan Meslier,France,Leeds United,GK,74,75,73,70,76,38,70,illanmeslier_FRA
Rony Lopes,Portugal,Alanyaspor,RM,74,73,72,73,76,30,56,ronylopes_POR
Djordje Mihailovic,United States,Colorado Rapids,MOC,74,71,70,74,74,60,67,djordjemihailovic_UNI
Sven Mijnans,Netherlands,AZ,CM,74,65,71,71,75,63,70,svenmijnans_NET
Yankuba Minteh,Gambia,Brighton,RM,74,95,65,61,79,45,56,yankubaminteh_GAM
Bojan Miovski,North Macedonia,Girona FC,ST,74,73,76,58,71,29,73,bojanmiovski_NOR
Fabio Miretti,Italy,Genoa,CM,74,75,60,75,76,66,70,fabiomiretti_ITA
Josip Misic,Croatia,Dinamo Zagreb,CDM,74,68,68,77,65,67,76,josipmisic_CRO
Stefan Mitrovic,Serbia,KAA Gent,CB,74,32,34,53,51,75,81,stefanmitrovic_SER
Stoichkov,Spain,D. Alavés,LM,74,73,76,69,75,46,71,stoichkov_SPA
Cesar Montes,Mexico,UD Almería,CB,74,57,46,60,63,73,79,cesarmontes_MEX
Joni Montiel,Spain,Rayo Vallecano,MOC,74,70,76,75,77,50,60,jonimontiel_SPA
Alfredo Morelos,Colombia,Atl. Nacional,ST,74,70,73,66,71,43,81,alfredomorelos_COL
Manu Morlanes,Spain,RCD Mallorca,CM,74,67,64,75,73,69,68,manumorlanes_SPA
Carlton Morris,England,Luton Town,ST,74,73,74,58,69,34,77,carltonmorris_ENG
